문제,정답,해설
"<甲은 주점에서 여주인 A와 함께 술을 마시다가 단 둘만 남게 되자 A를 폭행·협박하여 반항을 억압한 상태에서 강간행위 실행 도중 범행현장에 있던 A 소유의 핸드백을 빼앗고 그 자리에서 강간행위를 계속한 후 핸드백을 가지고 도주하였다. A의 신고를 받고 현장에 출동한 사법경찰관 P는 테이블 위에 놓여 있던 A 소유의 맥주컵에서 甲의 지문 8점을 현장에서 직접 채취한 후, 해당 맥주컵을 압수하였다. 검사는 甲이 범행 직후 “내가 주점 여주인 A를 강간했다.”라고 말하는 것을 들었다는 甲의 친구 B를 참고인으로 불러 조사한 후, 위 범죄사실과 관련하여 甲을 기소하면서 맥주컵에서 채취한 지문과 B에 대한 참고인진술조서 등을 증거로 제출하였다.>
 위 맥주컵에 대한 P의 압수가 적법절차에 위반된 경우, 해당 맥주컵에서 채취한 甲의 지문은 위법하게 압수한 지문채취 대상물로부터 획득한 2차적 증거에 해당하여 원칙적으로 증거능력이 없다.",X,
"<甲은 주점에서 여주인 A와 함께 술을 마시다가 단 둘만 남게 되자 A를 폭행·협박하여 반항을 억압한 상태에서 강간행위 실행 도중 범행현장에 있던 A 소유의 핸드백을 빼앗고 그 자리에서 강간행위를 계속한 후 핸드백을 가지고 도주하였다. A의 신고를 받고 현장에 출동한 사법경찰관 P는 테이블 위에 놓여 있던 A 소유의 맥주컵에서 甲의 지문 8점을 현장에서 직접 채취한 후, 해당 맥주컵을 압수하였다. 검사는 甲이 범행 직후 “내가 주점 여주인 A를 강간했다.”라고 말하는 것을 들었다는 甲의 친구 B를 참고인으로 불러 조사한 후, 위 범죄사실과 관련하여 甲을 기소하면서 맥주컵에서 채취한 지문과 B에 대한 참고인진술조서 등을 증거로 제출하였다.>
 제1회 공판기일에 증인으로 출석한 B가 검사 앞에서의 진술과 달리 범행직후 甲이 자신에게 “내가 주점 여주인 A를 강간했다.”라고 말했는지 정확히 기억이 나질 않는다고 증언하자, 검사가 B를 다시 소환하여 추궁한 후 증언내용을 번복하는 진술조서를 작성하여 이를 증거로 제출하고, 그 후 공판기일에 B가 다시 법정에 출석하여 그 진술조서의 성립의 진정함을 인정하고 피고인 측에 반대신문의 기회가 부여된 경우, 그 진술조서의 증거능력은 인정된다.",X,"공판준비 또는 공판기일에서 이미 증언을 마친 증인을 검사가 소환한 후 피고인에게 유리한 그 증언 내용을 추궁하여 이를 일방적으로 번복시키는 방식으로 작성한 진술조서를 유죄의 증거로 삼는 것은 당사자주의·공판중심주의·직접주의를 지향하는 현행 형사소송법의 소송구조에 어긋나는 것일 뿐만 아니라, 헌법 제27조가 보장하는 기본권, 즉 법관의 면전에서 모든 증거자료가 조사·진술되고 이에 대하여 피고인이 공격·방어할 수 있는 기회가 실질적으로 부여되는 재판을 받을 권리를 침해하는 것이므로, 이러한 진술조서는 피고인이 증거로 할 수 있음에 동의하지 아니하는 한 그 증거능력이 없다고 하여야 할 것이고, 그 후 원진술자인 종전 증인이 다시 법정에 출석하여 증언을 하면서 그 진술조서의 성립의 진정함을 인정하고 피고인측에 반대신문의 기회가 부여되었다고 하더라도 그 증언 자체를 유죄의 증거로 할 수 있음은 별론으로 하고 위와 같은 진술조서의 증거능력이 없다는 결론은 달리할 것이 아니다(99도1108)."
"<甲은 주점에서 여주인 A와 함께 술을 마시다가 단 둘만 남게 되자 A를 폭행·협박하여 반항을 억압한 상태에서 강간행위 실행 도중 범행현장에 있던 A 소유의 핸드백을 빼앗고 그 자리에서 강간행위를 계속한 후 핸드백을 가지고 도주하였다. A의 신고를 받고 현장에 출동한 사법경찰관 P는 테이블 위에 놓여 있던 A 소유의 맥주컵에서 甲의 지문 8점을 현장에서 직접 채취한 후, 해당 맥주컵을 압수하였다. 검사는 甲이 범행 직후 “내가 주점 여주인 A를 강간했다.”라고 말하는 것을 들었다는 甲의 친구 B를 참고인으로 불러 조사한 후, 위 범죄사실과 관련하여 甲을 기소하면서 맥주컵에서 채취한 지문과 B에 대한 참고인진술조서 등을 증거로 제출하였다.>
 제1심 법원이 甲이 국민참여재판을 원하는지에 대한 의사확인 절차를 거치지 아니하고 통상의 공판절차로 재판을 진행한 경우, 제1심의 공판절차는 위법하고 항소심에서도 그 하자의 치유가 인정될 수 없다.",X,"국민참여재판의 실시 여부는 일차적으로 피고인의 의사에 따라 결정되므로 국민참여재판 대상사건의 공소제기가 있으면 법원은 피고인에 대하여 국민참여재판을 원하는지 여부에 관한 의사를 서면 등의 방법으로 반드시 확인하여야 하고(법 제8조 제1항), 이를 위해 공소장 부본과 함께 피고인 또는 변호인에게 국민참여재판의 절차, 법 제8조 제2항에 따른 서면의 제출, 법 제8조 제4항에 따른 의사번복의 제한, 그 밖의 주의사항이 기재된 국민참여재판에 관한 안내서를 송달하여야 한다(규칙 제3조 제1항). 만일 이러한 규정에도 불구하고 법원에서 피고인이 국민참여재판을 원하는지에 관한 의사의 확인절차를 거치지 아니한 채 통상의 공판절차로 재판을 진행하였다면, 이는 피고인의 국민참여재판을 받을 권리에 대한 중대한 침해로서 그 절차는 위법하고 이러한 위법한 공판절차에서 이루어진 소송행위도 무효라고 보아야 한다(대법원 2011. 9. 8. 선고 2011도7106 판결 참조).
 그러나 국민참여재판은 그 실시를 희망하는 의사의 번복에 관하여 법 제8조 제4항에 따른 시기적·절차적 제한이 있는 외에는 피고인의 의사에 반하여 할 수 없으므로, 제1심법원이 국민참여재판의 대상이 되는 사건임을 간과하여 이에 관한 피고인의 의사를 확인하지 아니한 채 통상의 공판절차로 재판을 진행하였더라도, 피고인이 항소심에서 국민참여재판을 원하지 아니한다고 하면서 위와 같은 제1심의 절차적 위법을 문제삼지 아니할 의사를 명백히 표시하는 경우에는 그 하자가 치유되어 제1심 공판절차는 전체로서 적법하게 된다고 봄이 상당하고, 다만 국민참여재판제도의 취지와 피고인의 국민참여재판을 받을 권리를 실질적으로 보장하고자 하는 관련 규정의 내용에 비추어 위 권리를 침해한 제1심 공판절차의 하자가 치유된다고 보기 위해서는 법 제8조 제1항, 규칙 제3조 제1항에 준하여 피고인에게 국민참여재판절차 등에 관한 충분한 안내와 그 희망 여부에 관하여 숙고할 수 있는 상당한 시간이 사전에 부여되어야 할 것이다(2012도1225)."
"<甲과 乙은 A를 살해하기로 공모하고 A의 집으로 찾아가, 乙이 망을 보고 있는 동안 甲은 가지고 있던 식칼로 A를 찔러 살해하였다. 우연히 이를 목격한 행인 B가 경찰에 신고하였고, 사법경찰관 P는 甲과 乙의 범행 직후 A의 집에 도착하여 그 현장에서 甲을 적법하게 체포하고, 甲으로부터 범행에 사용한 식칼을 임의로 제출받아 압수하면서 즉석에서 현장검증을 실시하여 검증조서를 작성하였다. 한편 P는 위 압수한 식칼에 관하여 사후에 압수영장을 발부받지 않았고, B에 대하여는 진술조서를 작성하였다.>
 P가 실시한 현장검증은 체포현장에서의 검증에 해당하여 영장 없이 할 수 있다.",O,
"<甲과 乙은 A를 살해하기로 공모하고 A의 집으로 찾아가, 乙이 망을 보고 있는 동안 甲은 가지고 있던 식칼로 A를 찔러 살해하였다. 우연히 이를 목격한 행인 B가 경찰에 신고하였고, 사법경찰관 P는 甲과 乙의 범행 직후 A의 집에 도착하여 그 현장에서 甲을 적법하게 체포하고, 甲으로부터 범행에 사용한 식칼을 임의로 제출받아 압수하면서 즉석에서 현장검증을 실시하여 검증조서를 작성하였다. 한편 P는 위 압수한 식칼에 관하여 사후에 압수영장을 발부받지 않았고, B에 대하여는 진술조서를 작성하였다.>
 甲이 B에 대한 진술조서를 증거로 함에 동의하지 않은 경우라도 위 진술조서에 기재된 B의 주소로 보낸 증인소환장이 주소불명으로 송달되지 않자 검사가 증인신청을 철회하였다면, 위 진술조서를 甲에 대한 유죄 인정의 증거로 사용할 수 있다.",X,"형사소송법 제314조에 의하여 같은 법 제312조의 조서나 같은 법 제313조의 진술서, 서류 등을 증거로 하기 위하여는 공판기일에 진술을 요하는 자가 사망·질병·외국거주·소재불명, 그 밖에 이에 준하는 사유로 인하여 공판정에 출석하여 진술을 할 수 없는 경우이어야 하고, 그 진술 또는 서류의 작성이 특히 신빙할 수 있는 상태하에서 행하여진 것이어야 한다는 두 가지 요건을 갖추어야 한다. 여기서 ‘공판기일에 진술을 요하는 자가 소재불명, 그 밖에 이에 준하는 사유로 인하여 진술할 수 없는 때'라고 함은 소환장이 주소불명 등으로 송달불능이 되어 소재탐지촉탁까지 하여 소재수사를 하였는데도 그 소재를 확인할 수 없는 경우라야 이에 해당하고, 단지 소환장이 주소불명 등으로 송달불능되었다는 것만으로는 이에 해당한다고 보기에 부족하다고 할 것이다[구 형사소송법(2007. 6. 1. 법률 제8496호로 개정되기 전의 것) 제314조에 관한 대법원 1985. 2. 26. 선고 84도1697 판결, 대법원 1996. 5. 14. 선고 96도575 판결 등 참조](2010도2602)."
"<甲과 乙은 A를 살해하기로 공모하고 A의 집으로 찾아가, 乙이 망을 보고 있는 동안 甲은 가지고 있던 식칼로 A를 찔러 살해하였다. 우연히 이를 목격한 행인 B가 경찰에 신고하였고, 사법경찰관 P는 甲과 乙의 범행 직후 A의 집에 도착하여 그 현장에서 甲을 적법하게 체포하고, 甲으로부터 범행에 사용한 식칼을 임의로 제출받아 압수하면서 즉석에서 현장검증을 실시하여 검증조서를 작성하였다. 한편 P는 위 압수한 식칼에 관하여 사후에 압수영장을 발부받지 않았고, B에 대하여는 진술조서를 작성하였다.>
 甲이 B에 대한 진술조서를 증거로 함에 동의하지 않아 B를 증인으로 소환하였으나 B가 증인소환장을 송달받고도 법원의 소환에 계속하여 불응하고 구인장도 집행되지 않아 B에 대한 법정에서의 신문이 불가능한 경우, 검사가 B에 대한 구인장의 강제력에 기하여 B의 법정 출석을 위한 가능하고도 충분한 노력을 다하였음에도 불구하고 부득이 B의 법정 출석이 불가능하게 되었다는 사정을 입증하더라도 위 진술조서를 甲에 대한 유죄 인정의 증거로 사용할 수 없다.",X,"형사소송법 제314조에 따라 같은 법 제312조 소정의 조서나 같은 법 제313조 소정의 서류 등을 증거로 하기 위하여는 진술을 요할 자가 사망, 질병 기타 사유로 인하여 공판정에 출정하여 진술을 할 수 없는 경우이어야 하고, 그 진술 또는 서류의 작성이 특히 신빙할 수 있는 상태하에서 행하여진 것이라야 한다는 두가지 요건이 갖추어져야 할 것인바, 여기서 첫째의 요건은 진술을 요할 자가 사망, 질병, 또는 일정한 주거를 가지고 있더라도 법원의 소환에 계속 불응하고 구인하여도 구인장이 집행되지 아니하는 등 법정에서의 신문이 불가능한 상태의 경우에도 그 요건은 충족되었다고 보아야 하고(당원 1986.2.25.선고 85도2788 판결, 1989.6.27.선고 89도351 판결 각 참조), 두번째 요건인 특히 신빙할 수 있는 상태하에서 행하여진 때라 함은 그 진술내용이나 조서 또는 서류의 작성에 허위개입의 여지가 거의 없고, 그 진술내용의 신빙성이나 임의성을 담보할 구체적이고 외부적인 정황이 있는 경우를 가리킨다 할 것이다(당원 1987.3.24.선고 87도 81 판결, 1995.2.28.선고 94도 2880 판결 각 참조)(95도523)."
"<甲과 乙은 A를 살해하기로 공모하고 A의 집으로 찾아가, 乙이 망을 보고 있는 동안 甲은 가지고 있던 식칼로 A를 찔러 살해하였다. 우연히 이를 목격한 행인 B가 경찰에 신고하였고, 사법경찰관 P는 甲과 乙의 범행 직후 A의 집에 도착하여 그 현장에서 甲을 적법하게 체포하고, 甲으로부터 범행에 사용한 식칼을 임의로 제출받아 압수하면서 즉석에서 현장검증을 실시하여 검증조서를 작성하였다. 한편 P는 위 압수한 식칼에 관하여 사후에 압수영장을 발부받지 않았고, B에 대하여는 진술조서를 작성하였다.>
 검사가 위 식칼을 乙에 대한 증거로 제출하였다면, 乙이 이를 증거로 함에 동의하지 않은 경우라도 乙에 대한 유죄 인정의 증거로 사용할 수 있다.",O,
"사법경찰관이 피고인이 아닌 A를 사실상 강제연행하여 불법체포한 상태에서 피고인의 행위를 처벌하기 위해 A에게 자술서를 받은 경우, 이를 피고인에 대한 유죄 인정의 증거로 사용할 수 없다.",O,
"수사기관이 피의자 甲의 범행을 영장 범죄사실로 하여 발부받은 압수·수색영장의 집행 과정에서 A와 B 사이의 대화가 녹음된 녹음파일을 압수하였는데, 그 녹음파일에서 발견된 A와 B의 범죄 혐의사실이 위 압수·수색영장에 기재된 피의자 甲과 무관한 경우 그 녹음파일을 A와 B에 대한 유죄 인정의 증거로 사용할 수 없다.",O,
적법한 공개금지사유가 없음에도 불구하고 공개금지결정에 따라 비공개로 진행된 증인신문절차에 의하여 이루어진 증인의 증언은 변호인의 반대신문권이 보장되었다고 하더라도 증거능력이 없다.,O,
"｢형사소송법｣의 규정을 위반하여 소유자, 소지자 또는 보관자가 아닌 피해자로부터 제출받은 물건을 영장 없이 압수한 경우 그 압수물을 유죄 인정의 증거로 사용할 수 없다.",O,"형사소송법 제218조는 ‘사법경찰관은 소유자, 소지자 또는 보관자가 임의로 제출한 물건을 영장없이 압수할 수 있다’고 규정하고 있는바, 위 규정을 위반하여 소유자, 소지자 또는 보관자가 아닌 자로부터 제출받은 물건을 영장없이 압수한 경우 그 압수물 및 압수물을 찍은 사진은 이를 유죄 인정의 증거로 사용할 수 없는 것이고, 헌법과 형사소송법이 선언한 영장주의의 중요성에 비추어 볼 때 피고인이나 변호인이 이를 증거로 함에 동의하였다고 하더라도 달리 볼 것은 아니다.
 기록에 의하면, 충청남도 금산경찰서 소속 경사 공소외 1은 피고인 소유의 쇠파이프를 피고인의 주거지 앞 마당에서 발견하였으면서도 그 소유자, 소지자 또는 보관자가 아닌 피해자 공소외 2로부터 임의로 제출받는 형식으로 위 쇠파이프를 압수하였고, 그 후 압수물의 사진을 찍은 사실, 공판조서의 일부인 제1심 증거목록상 피고인이 위 사진(증 제4호의 일부)을 증거로 하는 데 동의한 것으로 기재되어 있는 사실을 알 수 있는바, 앞서 본 법리에 비추어 보면, 이 사건 압수물과 그 사진은 형사소송법상 영장주의 원칙을 위반하여 수집하거나 그에 기초한 증거로서 그 절차 위반행위가 적법절차의 실질적인 내용을 침해하는 정도에 해당한다고 할 것이므로, 피고인의 증거동의에도 불구하고 위 사진은 이 사건 범죄사실을 유죄로 인정하는 증거로 사용할 수 없다고 할 것이다(2009도10092)."
"수사기관이 피의자의 범의를 명백하게 하기 위하여 A를 참고인으로 조사하는 과정에서 진술거부권을 고지하지 않고 진술조서를 작성하였는데, 추후 계속된 수사를 통하여 A가 피의자와 공범관계에 있을 가능성이 인정되었다면 A에 대한 위 조사 당시 A는 이미 피의자의 지위에 있었다고 볼 수 있으므로 A에 대한 위 진술조서는 증거능력이 없다.",X,"피의자에 대한 진술거부권 고지는 피의자의 진술거부권을 실효적으로 보장하여 진술이 강요되는 것을 막기 위해 인정되는 것인데, 이러한 진술거부권 고지에 관한 형사소송법 규정내용 및 진술거부권 고지가 갖는 실질적인 의미를 고려하면 수사기관에 의한 진술거부권 고지 대상이 되는 피의자 지위는 수사기관이 조사대상자에 대한 범죄혐의를 인정하여 수사를 개시하는 행위를 한 때 인정되는 것으로 보아야 한다. 따라서 이러한 피의자 지위에 있지 아니한 자에 대하여는 진술거부권이 고지되지 아니하였더라도 진술의 증거능력을 부정할 것은 아니다(2011도8125)."
"원심판결 선고 후 헌법재판소가 원심판결 대상인 법률조항에 대하여 헌법불합치결정을 선고하면서 개정시한을 정하여 입법개선을 촉구하였는데도 그 시한까지 법률개정이 이루어지지 않은 경우, 위 법률조항은 소급하여 효력을 상실하므로 이를 적용하여 공소가 제기된 피고사건에 대하여는 무죄를 선고하여야 한다.",O,
공소제기 당시의 공소사실에 대한 법정형을 기준으로 하면 공소제기 당시 아직 공소시효가 완성되지 않았으나 변경된 공소사실에 대한 법정형을 기준으로 하면 공소제기 당시 이미 공소시효가 완성된 경우에는 공소시효의 완성을 이유로 면소판결을 선고하여야 한다.,O,
"피고인을 금고 이상의 형에 처한 판결이 확정된 다음, 확정판결 전의 공소사실과 확정판결 후의 공소사실에 대하여 따로 유죄를 선고하여 두 개의 형을 정한 제1심 판결에 대하여 피고인만이 확정판결 전의 유죄판결 부분에 대하여 항소한 경우, 피고인과 검사가 항소하지 아니한 확정판결 후의 유죄판결 부분은 항소기간이 지남으로써 확정되어 항소심에 계속된 사건은 확정판결 전의 유죄판결 부분뿐이고, 그에 따라 항소심이 심리·판단하여야 할 범위는 확정판결 전의 유죄판결 부분에 한정된다.",O,
｢소년법｣ 제32조의 보호처분을 받은 사건과 동일한 사건에 대하여 다시 공소제기가 되었다면 ｢소년법｣ 제32조의 보호처분은 확정판결이어서 기판력을 가지므로 면소판결을 하여야 한다.,X,
변경된 공소사실이 변경 전의 공소사실과 기본적 사실관계에서 동일하다면 그것이 새로운 공소의 추가적 제기와 다르지 않다고 하더라도 공소장의 변경은 항소심에서도 할 수 있다.,O,"변경된 공소사실이 당초의 공소사실과 기본적 사실관계에서 동일하다고 보는 이상 설사 그것이 새로운 공소의 추가적 제기와 다를 바 없다고 하더라도, 현행법상 형사항소심의 구조가 오로지 사후심으로서의 성격만을 가지고 있는 것은 아니어서 공소장의 변경은 항소심에서도 할 수 있는 것이므로 이를 허가한 항소심 법원의 조처에 피고인의 제1심판결을 받을 기회를 박탈하여 헌법 제27조 제1항의 법률에 의한 재판을 받을 권리를 침해한 위법이 있다고 할 수 없다(94도3297)."
"공소장변경절차 없이도 법원이 심리·판단할 수 있는 죄가 한 개가 아니라 여러 개인 경우로서 피고인의 방어권 행사에 실질적인 불이익이 없는 경우에, 법원으로서는 그중 어느 하나를 임의로 선택하여 심리·판단할 수 있다.",X,"법원은 공소제기되지 아니한 사건에 대하여 심판할 수 없고, 기소권이 검사에게 독점되어 있어 검사는 공소를 제기하지 아니하거나 이미 제기한 공소를 취소할 권한을 가지고 있으며, 형사소송법이 제254조 제3항에서 공소제기시 공소장에 죄명, 공소사실뿐만 아니라, 적용법조를 기재하여 공소의 범위를 확정하도록 규정하고 있고, 제298조에서 검사는 법원의 허가를 얻어 공소장에 기재한 공소사실 또는 적용법조의 추가·철회 또는 변경을 할 수 있고(제1항), 법원은 심리의 경과에 비추어 상당하다고 인정할 때에는 공소사실 또는 적용법조의 추가 또는 변경을 요구하여야 한다(제2항)고 규정하여 소송계속중 공소제기한 범죄사실에 대한 법률적 구성이나 적용법률이 달라질 경우의 조치에 관하여 규정하고 있는 점 등에 비추어 보면, 이 사건과 같이 공소장변경 절차 없이도 법원이 심리·판단할 수 있는 죄가 한 개가 아니라 여러 개인 경우에는, 법원으로서는 그 중 어느 하나를 임의로 선택할 수 있는 것이 아니라 검사에게 공소사실 및 적용법조에 관한 석명을 구하여 공소장을 보완하게 한 다음 이에 따라 심리·판단하여야 할 것이다.
 그럼에도 불구하고, 원심은 헌법재판소의 위헌결정으로 인하여 공소장 기재 적용법조인 폭력행위등처벌에관한법률 제3조 제2항이 효력을 상실하였다고 판시한 후, 위 공소사실에 관하여는 오직 야간협박에 의한 폭력행위등처벌에관한법률 제2조 제2항, 형법 제283조 제1항 위반죄만 성립할 수 있다고 단정하고는 앞에서 본 바와 같이 공소기각의 판결을 하고 말았으니 원심판결에는 심리를 다하지 아니하여 결과적으로 공소장변경 절차 없이 심판할 수 있는 범위에 관하여 법리를 오해한 위법이 있다고 할 것이므로 이 점을 지적하는 검사의 상고는 이유 있다(2005도279)."
"피고인의 상고에 의하여 상고심에서 원심판결을 파기하고 사건을 항소심에 환송한 경우에도 공소사실의 동일성이 인정되면 공소장변경을 허용하여 이를 심판대상으로 삼을 수 있으므로, 환송 후 원심이 검사의 공소장변경신청을 허가하고 공소장변경을 이유로 직권으로 제1심 판결을 파기한 후 다시 판결할 수 있다.",O,
"검사가 당초 ‘피고인이 A 등에게 필로폰 약 0.3g을 교부하였다’고 하여 마약류관리에관한법률위반(향정)으로 공소를 제기하였다가 ‘피고인이 A 등에게 필로폰을 구해주겠다고 속여 A 등에게서 필로폰 대금을 편취하였다’는 사기 범죄사실을 예비적으로 추가하는 공소장변경을 신청한 경우, 위 두 범죄사실은 기본적인 사실관계가 동일하므로 공소장변경은 허용된다.",X,"당초의 공소사실인 마약류관리에 관한 법률 위반(향정)의 범죄사실과 검사의 공소장변경에 의해 예비적으로 추가된 사기의 범죄사실은 그 수단·방법 등 범죄사실의 내용이나 행위의 태양 및 피해법익이 다르고 죄질에도 현저한 차이가 있어, 그 기본적인 사실관계가 동일하다고 볼 수 없다.
 그렇다면 이러한 공소장변경허가신청은 공소사실의 동일성 범위 내의 것이라고 할 수 없음에도 불구하고 원심은 공소장변경을 허가한 후 공소장변경으로 추가된 예비적 범죄사실에 대하여 유죄로 판단하였으니, 이러한 원심판결에는 공소사실의 동일성 내지 공소장변경에 관한 법리를 오해한 위법이 있고, 이를 지적하는 상고이유는 이유 있다(2010도16659)."
"공소장변경절차에 의하여 공소사실이 변경됨에 따라 그 법정형에 차이가 있는 경우에는 변경된 공소사실에 대한 법정형이 공소시효기간의 기준이 되고, 그 공소시효의 완성 여부도 공소장 변경시를 기준으로 한다.",X,공소시효의 완성 여부는 당초의 공소제기가 있었던 시점을 기준으로 한다.
"<甲은 2021. 1. 20.부터 영업허가를 받지 아니하고 음식점 영업행위를 하였다. 이에 ㉠ [검사는 2021. 6. 21. 甲에 대해 ‘2021. 1. 20.부터 2021. 5. 31.까지’의 식품위생법위반죄로 공소제기하였다.] 그럼에도 甲은 계속해서 무허가 영업을 하였고, 이로 인해 이웃 乙과 다툼이 잦았다. 어느 날 ㉡ [乙은 도박으로 돈을 잃고 밤에 귀가하던 중 甲의 음식점 문을 뜯고 들어가 보관함에 있던 현금을 가지고 나왔다.] 다음날 甲이 간밤에 도둑이 들었다면서 乙을 의심하며 큰소리로 다툼을 하자, ㉢ [뛰쳐나온 이웃주민 A, B가 있는 자리에서 乙은 “甲은 징역 살다온 전과자다.”라고 수회 소리를 쳤다.]>
 ㉠의 기소로 제1심 공판절차 진행 중 甲이 2021. 3. 20.부터 2021. 5. 20.까지의 동일한 식품위생법위반죄로 2021. 6. 3. 벌금 100만 원의 약식명령을 발령받아 그 무렵 확정되었음이 밝혀졌다면, 법원은 甲에게 공소기각의 판결을 선고해야 한다.",X,면소의 판결을 해야 한다.
"<甲은 2021. 1. 20.부터 영업허가를 받지 아니하고 음식점 영업행위를 하였다. 이에 ㉠ [검사는 2021. 6. 21. 甲에 대해 ‘2021. 1. 20.부터 2021. 5. 31.까지’의 식품위생법위반죄로 공소제기하였다.] 그럼에도 甲은 계속해서 무허가 영업을 하였고, 이로 인해 이웃 乙과 다툼이 잦았다. 어느 날 ㉡ [乙은 도박으로 돈을 잃고 밤에 귀가하던 중 甲의 음식점 문을 뜯고 들어가 보관함에 있던 현금을 가지고 나왔다.] 다음날 甲이 간밤에 도둑이 들었다면서 乙을 의심하며 큰소리로 다툼을 하자, ㉢ [뛰쳐나온 이웃주민 A, B가 있는 자리에서 乙은 “甲은 징역 살다온 전과자다.”라고 수회 소리를 쳤다.]>
 ㉠의 기소로 제1심 공판절차 진행 중 甲이 2021. 3. 20.부터 2021. 5. 20.까지의 동일한 식품위생법위반죄로 2021. 6. 3. 벌금 100만 원의 약식명령을 발령받아 그 무렵 확정되었음이 밝혀지자 검사는 범행일자를 ‘2021. 6. 4.부터 2021. 10. 20.까지’로 변경하는 내용의 공소장변경허가신청을 하였다면, 법원은 이를 허가하여야 한다.",X,"포괄일죄인 영업범에서 공소제기의 효력은 공소가 제기된 범죄사실과 동일성이 인정되는 범죄사실의 전체에 미치므로, 공판심리 중에 그 범죄사실과 동일성이 인정되는 범죄사실이 추가로 발견된 경우에 검사는 공소장변경절차에 의하여 그 범죄사실을 공소사실로 추가할 수 있다. 그러나 공소제기된 범죄사실과 추가로 발견된 범죄사실 사이에 그 범죄사실들과 동일성이 인정되는 또 다른 범죄사실에 대한 유죄의 확정판결이 있는 때에는, 추가로 발견된 확정판결 후의 범죄사실은 공소제기된 범죄사실과 분단되어 동일성이 없는 별개의 범죄가 된다. 따라서 이때 검사는 공소장변경절차에 의하여 확정판결 후의 범죄사실을 공소사실로 추가할 수는 없고 별개의 독립된 범죄로 공소를 제기하여야 한다(2016도21342)."
"<甲은 2021. 1. 20.부터 영업허가를 받지 아니하고 음식점 영업행위를 하였다. 이에 ㉠ [검사는 2021. 6. 21. 甲에 대해 ‘2021. 1. 20.부터 2021. 5. 31.까지’의 식품위생법위반죄로 공소제기하였다.] 그럼에도 甲은 계속해서 무허가 영업을 하였고, 이로 인해 이웃 乙과 다툼이 잦았다. 어느 날 ㉡ [乙은 도박으로 돈을 잃고 밤에 귀가하던 중 甲의 음식점 문을 뜯고 들어가 보관함에 있던 현금을 가지고 나왔다.] 다음날 甲이 간밤에 도둑이 들었다면서 乙을 의심하며 큰소리로 다툼을 하자, ㉢ [뛰쳐나온 이웃주민 A, B가 있는 자리에서 乙은 “甲은 징역 살다온 전과자다.”라고 수회 소리를 쳤다.]>
 검사가 ㉡의 범죄사실로 기소한 경우, 도박죄의 법정형은 1천만 원 이하의 벌금이고, 특수절도죄의 법정형은 1년 이상 10년 이하의 징역이므로, 법원은 징역형과 벌금형을 병과하여 형을 선고하여야 한다.",O,
"<甲은 2021. 1. 20.부터 영업허가를 받지 아니하고 음식점 영업행위를 하였다. 이에 ㉠ [검사는 2021. 6. 21. 甲에 대해 ‘2021. 1. 20.부터 2021. 5. 31.까지’의 식품위생법위반죄로 공소제기하였다.] 그럼에도 甲은 계속해서 무허가 영업을 하였고, 이로 인해 이웃 乙과 다툼이 잦았다. 어느 날 ㉡ [乙은 도박으로 돈을 잃고 밤에 귀가하던 중 甲의 음식점 문을 뜯고 들어가 보관함에 있던 현금을 가지고 나왔다.] 다음날 甲이 간밤에 도둑이 들었다면서 乙을 의심하며 큰소리로 다툼을 하자, ㉢ [뛰쳐나온 이웃주민 A, B가 있는 자리에서 乙은 “甲은 징역 살다온 전과자다.”라고 수회 소리를 쳤다.]>
 ㉡과 관련하여, 乙의 특수절도죄가 ｢형법｣의 누범에 해당한다면, 특수절도에 대해서는 법정형의 단기와 장기 모두 2배를 가중한 범위 내에서 선고형을 정하여야 한다.",X,"형법 제35조(누범) ② 누범의 형은 그 죄에 대하여 정한 형의 ""장기(長期)""의 2배까지 가중한다."
"<甲은 2021. 1. 20.부터 영업허가를 받지 아니하고 음식점 영업행위를 하였다. 이에 ㉠ [검사는 2021. 6. 21. 甲에 대해 ‘2021. 1. 20.부터 2021. 5. 31.까지’의 식품위생법위반죄로 공소제기하였다.] 그럼에도 甲은 계속해서 무허가 영업을 하였고, 이로 인해 이웃 乙과 다툼이 잦았다. 어느 날 ㉡ [乙은 도박으로 돈을 잃고 밤에 귀가하던 중 甲의 음식점 문을 뜯고 들어가 보관함에 있던 현금을 가지고 나왔다.] 다음날 甲이 간밤에 도둑이 들었다면서 乙을 의심하며 큰소리로 다툼을 하자, ㉢ [뛰쳐나온 이웃주민 A, B가 있는 자리에서 乙은 “甲은 징역 살다온 전과자다.”라고 수회 소리를 쳤다.]>
 ㉢과 관련하여, 명예훼손죄 판단에 있어서 乙 발언의 전파가능성에 대한 증명은 검사의 자유로운 증명으로 충분하다.",X,"공연성은 명예훼손죄의 구성요건으로서, 특정 소수에 대한 사실적시의 경우 공연성이 부정되는 유력한 사정이 있다고 볼 수 있으므로, 전파가능성에 관해서는 검사의 엄격한 증명이 필요하다(2015도12933)."
