문제,정답,해설
"즉결심판절차에서는 사법경찰관이 적법한 절차와 방식에 따라 작성한 피의자신문조서는 그 피의자였던 피고인이 내용을 인정하지 않더라도 증거능력이 있고, 자백에 대한 보강증거는 요하지 않으나 자백배제법칙은 여전히 적용된다.",O,"즉결심판에 관한 절차법 제10조(증거능력) 즉결심판절차에 있어서는 형사소송법 제310조, 제312조제3항 및 제313조의 규정은 적용하지 아니한다.
 형사소송법 제310조(불이익한 자백의 증거능력) 피고인의 자백이 그 피고인에게 불이익한 유일의 증거인 때에는 이를 유죄의 증거로 하지 못한다.
 제312조(검사 또는 사법경찰관의 조서 등) ③검사 이외의 수사기관이 작성한 피의자신문조서는 적법한 절차와 방식에 따라 작성된 것으로서 공판준비 또는 공판기일에 그 피의자였던 피고인 또는 변호인이 그 내용을 인정할 때에 한하여 증거로 할 수 있다."
"약식명령은 그 재판서를 피고인에게 송달함으로써 효력이 발생하고, 변호인이 있는 경우라도 반드시 변호인에게 약식명령 등본을 송달해야 하는 것은 아니므로, 정식재판 청구기간은 피고인에 대한 약식명령 고지일을 기준으로 하여 기산하여야 한다.",O,
"｢형사소송법｣ 제457조의2 제1항에서 규정하는 형종 상향 금지의 원칙은 피고인만이 정식재판을 청구한 사건과 다른 사건이 병합심리된 후 경합범으로 처단되는 경우에도 정식재판을 청구한 사건에 대하여 그대로 적용되며, 이는 피고인만이 정식재판을 청구해 벌금형이 선고된 제1심판결에 대한 항소사건에서도 마찬가지이다.",O,
"동일 죄명에 해당하는 여러 개의 행위를 단일하고 계속된 범의 아래 일정 기간 계속하여 행하고 그 피해법익도 동일하여 포괄일죄의 관계에 있는 범행의 일부에 관하여 약식명령이 확정된 경우, 그 약식명령의 발령 시를 기준으로 하여 그 전의 포괄일죄의 일부에 해당하는 범행뿐만 아니라 그와 상상적 경합관계에 있는 다른 죄에도 약식명령의 기판력이 미친다.",O,
"<다음은 ｢형사소송법｣ 제184조에 의한 증거보전(A)과 제221조의2에 의한 증인신문의 청구(B)에 관한 설명이다.>
 A는 피의자 또는 피고인이 형사입건이 되기 전에는 청구할 수 없다.",O,
"<다음은 ｢형사소송법｣ 제184조에 의한 증거보전(A)과 제221조의2에 의한 증인신문의 청구(B)에 관한 설명이다.>
 피의자신문에 해당하는 사항을 A의 방법으로 청구할 수는 없고, 설령 A의 방법으로 피의자를 신문하였고 그 신문내용 가운데 다른 공범에 관한 부분의 진술이 있다 하더라도 그 공범이 그 신문 당시 형사입건이 되어 있지 않았다면 그 공범에 관한 증거보전의 효력도 인정할 수 없다.",O,"형사소송법 184조에 의한 증거보전은 피고인 또는 피의자가 형사입건도 되기 전에 청구할 수는 없고 또 피의자신문에 해당하는 사항을 증거보전의 방법으로 청구할 수 없다 고 함이 상당하다 할 것인 바 이 사건의 기록에 의하면 증거보전 신청은 원심 공동피고인이 피의자로 있던 때에 대한 것인데 (78초 87 신청기록표지 및 청구서 참조) 그 신문내용을 보면 같은 피고인을 증인신문한 것으로 기재되어 있다.
 이는 피의자를 그 스스로의 피의 사실에 대한 증인으로 바로 신문한 것으로 위법하여 같은 피고인에 대한 증거능력이 없음은 물론 그 신문내용 가운데 다른 공범에 관한 부분의 진술이 있다 하더라도 그 공범이 또한 그 신문당시 형사입건되어 있지 않았다면 그 공범에 관한 증거보전의 효력도 인정할 수 없는 것이다(79도792)."
"<다음은 ｢형사소송법｣ 제184조에 의한 증거보전(A)과 제221조의2에 의한 증인신문의 청구(B)에 관한 설명이다.>
 판사가 A절차에 의한 증인신문을 하는 경우에는 검사, 피의자 또는 변호인에게 증인신문의 시일과 장소를 미리 통지하여 증인신문에 참여할 수 있는 기회를 주어야 하나, 참여의 기회를 주지 아니한 경우라도 피고인과 변호인이 증인신문조서를 증거로 할 수 있음에 동의하여 별다른 이의 없이 적법하게 증거조사를 거친 경우에는 위 증인신문조서는 증거능력이 인정된다.",O,
"<다음은 ｢형사소송법｣ 제184조에 의한 증거보전(A)과 제221조의2에 의한 증인신문의 청구(B)에 관한 설명이다.>
 검사 또는 사법경찰관에게 임의의 진술을 한 참고인이 공판기일에 전의 진술과 다른 진술을 할 염려가 있고 그의 진술이 범죄의 증명에 없어서는 아니 될 것으로 인정될 경우에도 검사는 제1회 공판기일 전에 한하여 B의 절차에 따라 판사에게 그에 대한 증인신문을 청구할 수 있다.",X,"""진술번복의 염려"" 부분은 헌법재판소 위헌 결정에 따라 삭제됨(94헌바1)."
"<다음은 ｢형사소송법｣ 제184조에 의한 증거보전(A)과 제221조의2에 의한 증인신문의 청구(B)에 관한 설명이다.>
 A와 B의 절차에 의한 증인신문조서는 ｢형사소송법｣ 제311조에 의하여 증거능력이 인정된다.",O,형사소송법 제311조(법원 또는 법관의 조서) 공판준비 또는 공판기일에 피고인이나 피고인 아닌 자의 진술을 기재한 조서와 법원 또는 법관의 검증의 결과를 기재한 조서는 증거로 할 수 있다. 제184조 및 제221조의2의 규정에 의하여 작성한 조서도 또한 같다.
"<甲은 평소 주벽과 의처증이 심한 남편 A와의 불화로 인해 이혼소송을 준비하던 중 A의 운전기사 乙에게 A를 살해하도록 부탁하였다. 乙은 甲의 부탁대로 술에 취하여 자고 있던 A의 목을 졸라 살해하였다. 검사는 乙을 살인죄로, 甲을 살인교사죄로 기소하였고 법원은 甲과 乙을 병합심리하고 있다.>
 甲이 사법경찰관의 피의자신문에서는 교사사실을 인정하였으나 법정에서는 이를 부인하는 경우, 甲이 내용을 부인한 甲에 대한 사법경찰관 작성 피의자신문조서는 임의성이 인정되는 한 甲의 법정 진술을 탄핵하기 위한 반대증거로 사용될 수 있다.",O,사법경찰리 작성의 피고인에 대한 피의자신문조서와 피고인이 작성한 자술서들은 모두 검사가 유죄의 자료로 제출한 증거들로서 피고인이 각 그 내용을 부인하는 이상 증거능력이 없으나 그러한 증거라 하더라도 그것이 임의로 작성된 것이 아니라고 의심할 만한 사정이 없는 한 피고인의 법정에서의 진술을 탄핵하기 위한 반대증거로 사용할 수 있다(97도1770).
"<甲은 평소 주벽과 의처증이 심한 남편 A와의 불화로 인해 이혼소송을 준비하던 중 A의 운전기사 乙에게 A를 살해하도록 부탁하였다. 乙은 甲의 부탁대로 술에 취하여 자고 있던 A의 목을 졸라 살해하였다. 검사는 乙을 살인죄로, 甲을 살인교사죄로 기소하였고 법원은 甲과 乙을 병합심리하고 있다.>
 乙의 친구 W가 법정에 출석하여 乙로부터 ‘자신이 A를 살해하였다’는 이야기를 들은 적이 있다고 진술한 경우, 원진술자인 乙이 법정에 출석하여 있는 한 W의 진술은 乙에 대한 유죄의 증거로 사용될 수 없다.",X,
"<甲은 평소 주벽과 의처증이 심한 남편 A와의 불화로 인해 이혼소송을 준비하던 중 A의 운전기사 乙에게 A를 살해하도록 부탁하였다. 乙은 甲의 부탁대로 술에 취하여 자고 있던 A의 목을 졸라 살해하였다. 검사는 乙을 살인죄로, 甲을 살인교사죄로 기소하였고 법원은 甲과 乙을 병합심리하고 있다.>
 甲과 乙이 모두 공소사실을 자백하고 있으나 달리 자백을 뒷받침할 다른 증거가 없는 경우, 甲과 乙에게 무죄를 선고하여야 한다.",X,
"<甲은 평소 주벽과 의처증이 심한 남편 A와의 불화로 인해 이혼소송을 준비하던 중 A의 운전기사 乙에게 A를 살해하도록 부탁하였다. 乙은 甲의 부탁대로 술에 취하여 자고 있던 A의 목을 졸라 살해하였다. 검사는 乙을 살인죄로, 甲을 살인교사죄로 기소하였고 법원은 甲과 乙을 병합심리하고 있다.>
 甲이 법정에서 A에 대한 살인교사 혐의를 자백한 경우, 甲의 진술은 乙에 대한 유죄의 증거로 사용될 수 있다.",O,
"<甲은 평소 주벽과 의처증이 심한 남편 A와의 불화로 인해 이혼소송을 준비하던 중 A의 운전기사 乙에게 A를 살해하도록 부탁하였다. 乙은 甲의 부탁대로 술에 취하여 자고 있던 A의 목을 졸라 살해하였다. 검사는 乙을 살인죄로, 甲을 살인교사죄로 기소하였고 법원은 甲과 乙을 병합심리하고 있다.>
 제1심법원이 甲에게 형의 선고를 하면서 乙이 A의 목을 졸라 살해한 사실을 적시하지 않았더라도, 甲의 방어권이나 甲의 변호인의 변호권이 본질적으로 침해되지 않았다고 볼 만한 특별한 사정이 있다면, 판결에 영향을 미친 법령의 위반은 아니다.",X,"형사소송법 제323조 제1항에 따르면 유죄판결의 판결이유에는 범죄사실, 증거의 요지와 법령의 적용을 명시하여야 하므로, 유죄판결을 선고하면서 판결이유에 이 중 어느 하나를 전부 누락한 경우에는 형사소송법 제383조 제1호에 정한 판결에 영향을 미친 법률위반으로서 파기사유가 된다(2009도3505)."
"피고인은 항소심 제1회 공판기일에는 불출석, 제2회 공판기일에는 출석하였으나 제3회 공판기일에 다시 불출석하자 법원이 피고인의 변호인과 검사만 출석한 상태에서 공판절차를 진행하여 변론을 종결한 다음 제4회 공판기일에 피고인의 항소를 기각하는 판결을 선고하였다면, 이는 ｢형사소송법｣ 제365조에 따른 조치로서 적법하다.",X,"형사소송법 제370조, 제276조에 의하면 항소심에서도 공판기일에 피고인의 출석 없이는 개정하지 못하나, 같은 법 제365조가 피고인이 항소심 공판기일에 출석하지 아니한 때에는 다시 기일을 정하고, 피고인이 정당한 사유 없이 다시 정한 기일에도 출석하지 아니한 때에는 피고인의 진술 없이 판결할 수 있도록 정하고 있으므로 피고인의 출석 없이 개정하려면 불출석이 2회 이상 계속된 바가 있어야 한다(2016도2210)."
"제1심 공판절차에서 피고인에 대한 송달불능보고서가 접수된 때부터 6개월이 지나도록 피고인의 소재를 확인할 수 없는 경우에는 대법원규칙으로 정하는 바에 따라 피고인의 진술 없이 재판할 수 있으나, 사형, 무기 또는 장기 10년이 넘는 징역이나 금고에 해당하는 사건의 경우에는 피고인의 진술 없이 재판할 수 없다.",O,"소송촉진 등에 관한 특례법 제23조(제1심 공판의 특례) 제1심 공판절차에서 피고인에 대한 송달불능보고서(送達不能報告書)가 접수된 때부터 6개월이 지나도록 피고인의 소재(所在)를 확인할 수 없는 경우에는 대법원규칙으로 정하는 바에 따라 피고인의 진술 없이 재판할 수 있다. 다만, 사형, 무기 또는 장기(長期) 10년이 넘는 징역이나 금고에 해당하는 사건의 경우에는 그러하지 아니하다."
"최종의견 진술의 기회는 피고인이나 변호인에게 주어지면 되는바, 재판장이 변호인의 최후변론이 끝나자마자 곧바로 선고기일을 지정·고지함으로써 피고인에게 최종의견 진술의 기회를 주지 아니한 채 변론을 종결하고 판결을 선고하였다 하더라도 이는 재판장의 소송지휘권의 범위 내에 속하는 재량행위로서 소송절차의 법령위반에 해당한다고 볼 수는 없다.",X,"형사소송법 제303조는 “재판장은 검사의 의견을 들은 후 피고인과 변호인에게 최종의 의견을 진술할 기회를 주어야 한다.”라고 정하고 있으므로, 최종의견 진술의 기회는 피고인과 변호인 모두에게 주어져야 한다. 이러한 최종의견 진술의 기회는 피고인과 변호인의 소송법상 권리로서 피고인과 변호인이 사실관계의 다툼이나 유리한 양형사유를 주장할 수 있는 마지막 기회이므로, 피고인이나 변호인에게 최종의견 진술의 기회를 주지 아니한 채 변론을 종결하고 판결을 선고하는 것은 소송절차의 법령위반에 해당한다(2018도327)."
"종결한 변론을 재개할지 여부는 원칙적으로 법원의 재량에 속하는 사항이나, 항소심이 변론종결한 후 선임된 변호인의 변론재개신청을 들어주지 않았다면 이는 심리미진의 위법이 있는 경우에 해당한다.",X,
"증거신청의 채택 여부는 법원의 재량으로서 법원의 증거결정에 대하여는 보통항고, 즉시항고 모두 할 수 없고, 다만 증거결정에 법령위반이 있는 경우에 한해 이의신청을 할 수 있을 뿐이며, 또한 그로 말미암아 사실을 오인하여 판결에 영향을 미치기에 이른 경우에만 이를 상소의 이유로 삼을 수 있다.",O,
피고인을 특정하지 않은 공소제기임에도 피고인과 변호인이 이의를 제기하지 않고 변론에 응하였다면 그 공소제기의 하자는 치유된다.,X,
"범죄사실 상호간에 범죄의 일시, 장소, 수단 및 객체 등이 달라서 수개의 범죄사실로 인정되는 경우에도 이들 수개의 범죄사실을 예비적 또는 택일적으로 기재할 수 있다.",O,
"포괄일죄의 경우에 그 공소장변경허가 여부를 결정함에 있어서는 포괄일죄를 구성하는 개개 공소사실별로 종전 것과의 동일성 여부를 따지기보다는 변경된 공소사실이 전체적으로 포괄일죄의 범주 내에 있는지 여부, 즉 단일하고 계속된 범의 하에 동종의 범행을 반복하여 행하고 그 피해법익도 동일한 경우에 해당한다고 볼 수 있는지 여부에 초점을 맞추어야 한다.",O,
"공소장변경으로 국민참여재판 대상사건에 해당하지 않게 된 경우에도 법원은 국민참여재판을 계속 진행하여야 하나, 법원은 국민참여재판에 의하지 않고 당해 사건을 지방법원 본원 합의부가 심판하기로 결정할 수 있고 그러한 결정에 대해서는 불복할 수 없다.",O,"국민의 형사재판 참여에 관한 법률 제6조(공소사실의 변경 등) ① 법원은 공소사실의 일부 철회 또는 변경으로 인하여 대상사건에 해당하지 아니하게 된 경우에도 이 법에 따른 재판을 계속 진행한다. 다만, 법원은 심리의 상황이나 그 밖의 사정을 고려하여 국민참여재판으로 진행하는 것이 적당하지 아니하다고 인정하는 때에는 결정으로 당해 사건을 지방법원 본원 합의부가 국민참여재판에 의하지 아니하고 심판하게 할 수 있다."
변제할 의사와 능력 없이 피해자로부터 금원을 편취하였다고 기소된 사실을 공소장변경 절차 없이 피해자에게 제3자를 소개케 하여 동액의 금원을 차용하고 피해자에게 그에 대한 보증채무를 부담케 하여 재산상의 이익을 취득하였다는 사실로 인정하였다 할지라도 거기에 어떠한 위법이 있다 할 수 없다.,O,"위 양 범죄사실을 비교하여 보면 차용액, 기망의 태양, 피해의 내용이 실질에 있어 동일한 것이어서 피해자를 기망하여 금원을 편취하였다는 기본적 사실에 아무런 차이도 없으므로 원심의 인정사실이 공소사실의 동일성을 벗어난 것도 아닐 뿐더러 피고인이 스스로 이를 시인하고 있는 이상 피고인의 방어에 하등의 불이익을 주었다고 볼 수도 없으므로 거기에 위법이 있다 할 수 없다(84도312)."
"<연예인 甲은 2023. 3. 9. 08:00경 고속도로에서 자동차종합보험에 가입되어 있는 자신의 승용차를 운전하여 가던 중 도로 좌측 노면 턱을 들이받는 바람에 그 충격으로 자신에게 전치 6주의 상해를, 조수석에 타고 있던 사실혼 관계인 乙에게 전치 8주의 상해를 각 입게 하였다. 甲, 乙은 사고 직후 승용차에서 내렸으나 바로 의식을 잃었고, 그 상태로 병원에 이송되었다. 乙은 의식이 깨자 甲의 연예인 활동에 지장이 생길 것을 우려하여 경찰관 P에게 자신이 위 승용차를 운전하다가 교통사고를 발생하게 하였다는 허위 사실을 진술하였다.>
 P가 운전석 근처에서 발견되어 병원으로 이송된 乙의 음주운전 여부를 수사하려 하였으나 乙의 의식이 깨지 않자 간호사 A로부터 A가 치료 목적으로 乙로부터 채취한 혈액 중 일부를 임의제출 받아 영장 없이 압수한 경우, 그 압수절차는 적법절차에 위반된다.",X,"의료인이 진료 목적으로 채혈한 환자의 혈액을 수사기관에 임의로 제출하였다면 그 혈액의 증거사용에 대하여도 환자의 사생활의 비밀 기타 인격적 법익이 침해되는 등의 특별한 사정이 없는 한 반드시 그 환자의 동의를 받아야 하는 것이 아니고, 따라서 경찰관이 간호사로부터 진료 목적으로 이미 채혈되어 있던 피고인의 혈액 중 일부를 주취운전 여부에 대한 감정을 목적으로 임의로 제출 받아 이를 압수한 경우, 당시 간호사가 위 혈액의 소지자 겸 보관자인 병원 또는 담당의사를 대리하여 혈액을 경찰관에게 임의로 제출할 수 있는 권한이 없었다고 볼 특별한 사정이 없는 이상, 그 압수절차가 피고인 또는 피고인의 가족의 동의 및 영장 없이 행하여졌다고 하더라도 이에 적법절차를 위반한 위법이 있다고 할 수 없다(98도968)."
"<연예인 甲은 2023. 3. 9. 08:00경 고속도로에서 자동차종합보험에 가입되어 있는 자신의 승용차를 운전하여 가던 중 도로 좌측 노면 턱을 들이받는 바람에 그 충격으로 자신에게 전치 6주의 상해를, 조수석에 타고 있던 사실혼 관계인 乙에게 전치 8주의 상해를 각 입게 하였다. 甲, 乙은 사고 직후 승용차에서 내렸으나 바로 의식을 잃었고, 그 상태로 병원에 이송되었다. 乙은 의식이 깨자 甲의 연예인 활동에 지장이 생길 것을 우려하여 경찰관 P에게 자신이 위 승용차를 운전하다가 교통사고를 발생하게 하였다는 허위 사실을 진술하였다.>
 乙이 도로교통법위반(음주운전)죄 및 교통사고처리특례법위반(치상)죄로 기소되었고, 제1회 공판기일에 乙 및 乙의 변호인은 혈액감정의뢰회보에 대하여 증거부동의를 하였는데, 제3회 공판기일에 乙이 출석하지 아니한 상태에서 乙의 변호인이 이를 증거로 하는 데 동의하였다면 위 증거동의는 효력이 있다.",X,
"<연예인 甲은 2023. 3. 9. 08:00경 고속도로에서 자동차종합보험에 가입되어 있는 자신의 승용차를 운전하여 가던 중 도로 좌측 노면 턱을 들이받는 바람에 그 충격으로 자신에게 전치 6주의 상해를, 조수석에 타고 있던 사실혼 관계인 乙에게 전치 8주의 상해를 각 입게 하였다. 甲, 乙은 사고 직후 승용차에서 내렸으나 바로 의식을 잃었고, 그 상태로 병원에 이송되었다. 乙은 의식이 깨자 甲의 연예인 활동에 지장이 생길 것을 우려하여 경찰관 P에게 자신이 위 승용차를 운전하다가 교통사고를 발생하게 하였다는 허위 사실을 진술하였다.>
 乙이 교통사고처리특례법위반(치상)죄로 유죄확정판결을 받은 이후 甲과 헤어지게 되자, 자신이 숨겨두고 있던 위 교통사고 당시 甲이 운전하는 모습을 찍은 휴대전화 사진을 증거로 제출하면서 재심을 청구한 경우, ｢형사소송법｣ 제420조 제5호의 ‘무죄를 인정할 명백한 증거가 새로 발견된 때’에 해당한다.",X,
"<연예인 甲은 2023. 3. 9. 08:00경 고속도로에서 자동차종합보험에 가입되어 있는 자신의 승용차를 운전하여 가던 중 도로 좌측 노면 턱을 들이받는 바람에 그 충격으로 자신에게 전치 6주의 상해를, 조수석에 타고 있던 사실혼 관계인 乙에게 전치 8주의 상해를 각 입게 하였다. 甲, 乙은 사고 직후 승용차에서 내렸으나 바로 의식을 잃었고, 그 상태로 병원에 이송되었다. 乙은 의식이 깨자 甲의 연예인 활동에 지장이 생길 것을 우려하여 경찰관 P에게 자신이 위 승용차를 운전하다가 교통사고를 발생하게 하였다는 허위 사실을 진술하였다.>
 위 승용차가 자동차종합보험에 가입되어 있어 甲을 교통사고처리특례법위반(치상)죄로 공소제기할 수 없다고 하더라도, 乙이 甲을 도피시킨 행위는 범인도피죄에 해당할 수 있다.",O,"이러한 경우 공소외인에 대하여 적용이 가능한 죄는 가볍게는 도로교통법 제113조 제1호, 제44조 위반죄로부터 교통사고처리특례법 제3조 제1항 위반죄를 거쳐 공소외인의 범의에 따라서는 형법 제257조 제1항의 상해죄에 이르기까지 다양하고, 위 각 죄는 모두 벌금 이상의 형을 정하고 있음이 분명할 뿐만 아니라, 나아가 공소외인에게 적용될 수 있는 죄가 결과적으로 위 공소사실과 같이 교통사고처리특례법 제3조 제1항 위반죄에 한정된다고 하더라도, 원심이 내세우는 자동차종합보험 가입사실은 같은 법 제4조 제1항이 규정하는 바와 같이 공소를 제기할 수 없다는 소송조건에 해당하는 것으로서, 그것도 같은 법 제3조 제2항에 의하여 피해자가 나중에 사망에 이르거나 또는 같은 항이 규정하는 10가지의 단서, 특히 음주나 과속 운전 등에 해당하는 경우에는 적용되지 아니하는 것이므로, 이러한 경우 수사기관으로서는 위 단서의 적용 여부를 가리기 위하여 공소외인의 행위에 대하여 얼마든지 수사를 할 수 있는 것이고 그 결과에 따라 공소외인에 대한 소추나 처벌 여부가 가려지게 되는 것이다. 따라서, 이 사건에 있어서 원심이 내세우는 자동차종합보험 가입사실만으로 위와 같은 공소외인의 행위가 형사소추 또는 처벌을 받을 가능성이 없는 경우에 해당한다고 단정할 수 없는 것임은 물론이고, 피고인이 수사기관에 적극적으로 자신이 운전자라는 허위사실을 진술함으로써 실제 운전자인 공소외인을 도피하게 하였다면 그로써 수사권의 행사를 비롯한 국가의 형사사법 작용은 곤란 또는 불가능하게 되는 것이라고 아니할 수 없으므로(예컨대, 수사기관이 초동단계에서 실제 운전자에 대한 음주측정을 하지 못하여 교통사고처리특례법위반죄로 기소하지 못하게 되는 상황이 발생할 수 있다), 이는 범인도피죄에 해당한다고 할 것이다(2000도4078)."
"<연예인 甲은 2023. 3. 9. 08:00경 고속도로에서 자동차종합보험에 가입되어 있는 자신의 승용차를 운전하여 가던 중 도로 좌측 노면 턱을 들이받는 바람에 그 충격으로 자신에게 전치 6주의 상해를, 조수석에 타고 있던 사실혼 관계인 乙에게 전치 8주의 상해를 각 입게 하였다. 甲, 乙은 사고 직후 승용차에서 내렸으나 바로 의식을 잃었고, 그 상태로 병원에 이송되었다. 乙은 의식이 깨자 甲의 연예인 활동에 지장이 생길 것을 우려하여 경찰관 P에게 자신이 위 승용차를 운전하다가 교통사고를 발생하게 하였다는 허위 사실을 진술하였다.>
 乙이 P에게 허위 사실을 진술한 행위가 범인도피죄에 해당하더라도 그 범행 당시 乙은 甲과 사실혼 관계에 있었으므로 처벌되지 아니한다.",X,
"<甲과 A는 동거하지 않는 형제 사이인데 A가 실종되었다. 甲은 2023. 1.경 법원이 선임한 A의 부재자 재산관리인으로서 A 앞으로 공탁된 수용보상금 7억 원을 수령하였다. 그 후 법원은 2023. 3.경 A의 부재자 재산관리인을 甲에서 B로 개임하였다. 그럼에도 甲은 B에게 공탁금의 존재를 알려 주지도 않고 인계하지도 않았다. 2023. 5.경 위 사실을 알게 된 B가 2023. 6.경 법원으로부터 고소권 행사에 관하여 허가를 받고 나서 바로 甲을 위 사실에 관하여 특정경제범죄가중처벌등에관한법률위반(배임)죄로 수사기관에 고소하였다.>
 甲, B, 甲의 누나 C가 모여서 같이 대화를 나누던 중, B는 증거수집 목적으로 자신의 휴대전화 녹음 기능을 사용하여 위 3명의 대화를 녹음하였는데, 이러한 녹음 행위는 「통신비밀보호법」 제16조 제1항에 해당하며 위법하다.",X,
"<甲과 A는 동거하지 않는 형제 사이인데 A가 실종되었다. 甲은 2023. 1.경 법원이 선임한 A의 부재자 재산관리인으로서 A 앞으로 공탁된 수용보상금 7억 원을 수령하였다. 그 후 법원은 2023. 3.경 A의 부재자 재산관리인을 甲에서 B로 개임하였다. 그럼에도 甲은 B에게 공탁금의 존재를 알려 주지도 않고 인계하지도 않았다. 2023. 5.경 위 사실을 알게 된 B가 2023. 6.경 법원으로부터 고소권 행사에 관하여 허가를 받고 나서 바로 甲을 위 사실에 관하여 특정경제범죄가중처벌등에관한법률위반(배임)죄로 수사기관에 고소하였다.>
 B는 A의 부재자 재산관리인으로서 그 관리대상인 A의 재산에 대한 범죄행위에 관하여 법원으로부터 고소권 행사에 관한 허가를 얻었으므로 A의 법정대리인으로서 적법한 고소권자에 해당한다.",O,
"<甲과 A는 동거하지 않는 형제 사이인데 A가 실종되었다. 甲은 2023. 1.경 법원이 선임한 A의 부재자 재산관리인으로서 A 앞으로 공탁된 수용보상금 7억 원을 수령하였다. 그 후 법원은 2023. 3.경 A의 부재자 재산관리인을 甲에서 B로 개임하였다. 그럼에도 甲은 B에게 공탁금의 존재를 알려 주지도 않고 인계하지도 않았다. 2023. 5.경 위 사실을 알게 된 B가 2023. 6.경 법원으로부터 고소권 행사에 관하여 허가를 받고 나서 바로 甲을 위 사실에 관하여 특정경제범죄가중처벌등에관한법률위반(배임)죄로 수사기관에 고소하였다.>
 사법경찰관 P가 특정경제범죄가중처벌등에관한법률위반(배임)죄로 甲에 대한 체포영장을 발부받은 후 집 앞 주차장에 차량을 주차하고 있는 甲을 발견하고 위 체포영장에 기하여 체포하면서 甲의 차량을 수색한 것은 ｢형사소송법｣ 제216조 제1항 제2호에 따라 적법하다.",O,
"<甲과 A는 동거하지 않는 형제 사이인데 A가 실종되었다. 甲은 2023. 1.경 법원이 선임한 A의 부재자 재산관리인으로서 A 앞으로 공탁된 수용보상금 7억 원을 수령하였다. 그 후 법원은 2023. 3.경 A의 부재자 재산관리인을 甲에서 B로 개임하였다. 그럼에도 甲은 B에게 공탁금의 존재를 알려 주지도 않고 인계하지도 않았다. 2023. 5.경 위 사실을 알게 된 B가 2023. 6.경 법원으로부터 고소권 행사에 관하여 허가를 받고 나서 바로 甲을 위 사실에 관하여 특정경제범죄가중처벌등에관한법률위반(배임)죄로 수사기관에 고소하였다.>
 사법경찰관 P가 특정경제범죄가중처벌등에관한법률위반(배임)죄로 甲에 대한 체포영장을 발부받은 후 집 앞 주차장에 차량을 주차하고 있는 甲을 발견하고 위 체포영장에 기하여 체포하는 과정에서 甲이 자신의 차량으로 사법경찰관 P를 충격하여 상해를 가했다면, 甲에게 특수공무집행방해치상죄 및 특수상해죄가 성립하고, 양 죄는 상상적 경합 관계이다.",X,특수공무집행방해치상죄만 성립함.
"<甲과 A는 동거하지 않는 형제 사이인데 A가 실종되었다. 甲은 2023. 1.경 법원이 선임한 A의 부재자 재산관리인으로서 A 앞으로 공탁된 수용보상금 7억 원을 수령하였다. 그 후 법원은 2023. 3.경 A의 부재자 재산관리인을 甲에서 B로 개임하였다. 그럼에도 甲은 B에게 공탁금의 존재를 알려 주지도 않고 인계하지도 않았다. 2023. 5.경 위 사실을 알게 된 B가 2023. 6.경 법원으로부터 고소권 행사에 관하여 허가를 받고 나서 바로 甲을 위 사실에 관하여 특정경제범죄가중처벌등에관한법률위반(배임)죄로 수사기관에 고소하였다.>
 만약 甲이 A의 동거하지 않는 아들인데 B의 고소가 2023. 12. 20.에 이루어졌다면 법원은 甲의 특정경제범죄가중처벌등에관한법률위반(배임)죄에 대하여 ｢형사소송법｣ 제327조 제2호에 따라 판결로써 공소기각의 선고를 하여야 한다.",O,"형법 제328조(친족 사이의 범행과 고소) ① 제323조의 죄를 지은 사람이 피해자의 친족인 경우에는 고소가 있어야 공소를 제기할 수 있다. 이 경우 「형사소송법」 제224조 및 「군사법원법」 제266조에도 불구하고 자기 또는 배우자의 직계존속을 고소할 수 있다.
 형사소송법 제230조(고소기간) ①친고죄에 대하여는 범인을 알게 된 날로부터 6월을 경과하면 고소하지 못한다. 단, 고소할 수 없는 불가항력의 사유가 있는 때에는 그 사유가 없어진 날로부터 기산한다.
 제327조(공소기각의 판결) 다음 각 호의 경우에는 판결로써 공소기각의 선고를 하여야 한다.
 2. 공소제기의 절차가 법률의 규정을 위반하여 무효일 때"
"<甲은 乙 소유 토지 위에 있는 X건물을 소유하고 있었는데 乙이 제기한 건물철거소송에서 패소하여 X건물이 철거되자 위 토지 위에 Y건물을 신축하였다. 乙은 Y건물 벽면에 계란 30여 개를 던져 甲이 Y건물에 남은 계란의 흔적을 지우는 데 약 50만 원의 청소비가 들게 하였다. 甲은 乙의 위와 같은 행위에 대항하여 Y건물 인근에 주차된 乙의 차량 앞에 철근콘크리트 구조물을, 뒤에 굴삭기 크러셔를 바짝 붙여 놓아 乙이 약 17시간 동안 위 차량을 운행할 수 없게 하였다. 한편, 乙은 화가 나 甲 소유의 굴삭기 크러셔에 빨간색 페인트를 이용하여 “불법 건축물 소유자는 물러가라.”라는 낙서를 하였고, 이 범죄사실에 대하여 벌금 100만 원의 약식명령이 발령되었다.>
 甲이 Y건물을 무단으로 신축한 행위는 乙 소유 토지의 효용 자체를 침해한 것으로 재물손괴죄에 해당한다.",X,
