문제,정답,해설
"<A는 2020. 9. 24. 甲에 대한 대여금채권을 피보전권리로 하여 甲이 B에 대하여 가지는 물품대금 채권에 대하여 가압류결정을 받았고, 위 가압류결정 정본은 2020. 10. 7. B에게 송달되었다. 甲은 C에게 채무가 없음에도 허위의 채무를 작출하여 그 허위채무에 대한 담보로 2020. 10. 6.경 위 물품대금채권을 C에게 양도하기로 하는 채권양도계약을 체결하였고, 2020. 10. 8. 채권양도 통지가 C에게 도달하였다. 한편 甲과 乙은 합동하여 2020. 10. 11. A가 화장실에 간 틈을 타서 甲이 망을 보는 도중에 乙이 A의 핸드백에서 A 소유의 지갑을 꺼내어 가 절취하였다. 경찰은 甲과 乙을 조사한 후 사건을 검찰에 송치하였고, 검사는 A를 참고인으로 조사하면서 진술조서를 작성하고, A의 동의를 받아 참고인 조사 과정을 영상 녹화하였다. 甲은 강제집행면탈죄 및 특수절도죄로, 乙은 특수절도죄로 각 기소되어 함께 재판받고 있다.>
 검사가 A의 진술을 녹화한 영상 녹화물은 다른 법률에서 달리 규정하고 있는 등의 특별한 사정이 없는 한 甲에 대한 공소사실을 직접 증명할 수 있는 독립적인 증거로 사용할 수 없다.",O,"2007. 6. 1. 법률 제8496호로 개정되기 전의 형사소송법에는 없던 수사기관에 의한 참고인 진술의 영상녹화를 새로 정하면서 그 용도를 참고인에 대한 진술조서의 실질적 진정성립을 증명하거나 참고인의 기억을 환기시키기 위한 것으로 한정하고 있는 현행 형사소송법의 규정 내용을 영상물에 수록된 성범죄 피해자의 진술에 대하여 독립적인 증거능력을 인정하고 있는 성폭법 제30조 제6항 또는 아청법 제26조 제6항의 규정과 대비하여 보면, 수사기관이 참고인을 조사하는 과정에서 형사소송법 제221조 제1항에 따라 작성한 영상녹화물은, 다른 법률에서 달리 규정하고 있는 등의 특별한 사정이 없는 한, 공소사실을 직접 증명할 수 있는 독립적인 증거로 사용될 수는 없다고 해석함이 타당하다(2012도5041)."
"<A 분양대책위원회의 공동대표인 甲이 업무상 임무에 위배하여 주상복합아파트 일부 세대에 관한 분양계약서를 받아 그에 관한 소유권이전등기를 하여 재산상 이익을 취득하려고 하였으나 소유권이전등기를 마치지 못하였다. 이에 대하여 경찰의 내사가 시작되자 甲은 사법경찰관 丙의 동생인 乙에게 1,000만 원을 주면서 이를 丙에게 주고 사건을 미리 잘 무마해 줄 것을 부탁하였고, 乙은 丙에게 같은 취지의 부탁을 하며 1,000만 원을 전달하였다. 그 후, 甲은 영국으로 출국하였다.>
 甲이 범한 배임미수의 범죄행위는 甲이 행위를 종료하지 못하였거나 결과가 발생하지 아니하여 더 이상 범죄가 진행될 수 없는 때에 종료하고, 그때부터 공소시효가 진행된다.",O,"공소시효는 범죄행위가 종료한 때부터 진행한다(형사소송법 제252조 제1항). 미수범은 범죄의 실행에 착수하여 행위를 종료하지 못하였거나 결과가 발생하지 아니한 때에 처벌받게 되므로(형법 제25조 제1항), 미수범의 범죄행위는 행위를 종료하지 못하였거나 결과가 발생하지 아니하여 더 이상 범죄가 진행될 수 없는 때에 종료하고, 그때부터 미수범의 공소시효가 진행한다(2016도14820)."
"<A 분양대책위원회의 공동대표인 甲이 업무상 임무에 위배하여 주상복합아파트 일부 세대에 관한 분양계약서를 받아 그에 관한 소유권이전등기를 하여 재산상 이익을 취득하려고 하였으나 소유권이전등기를 마치지 못하였다. 이에 대하여 경찰의 내사가 시작되자 甲은 사법경찰관 丙의 동생인 乙에게 1,000만 원을 주면서 이를 丙에게 주고 사건을 미리 잘 무마해 줄 것을 부탁하였고, 乙은 丙에게 같은 취지의 부탁을 하며 1,000만 원을 전달하였다. 그 후, 甲은 영국으로 출국하였다.>
 甲과 丙은 대향범관계에 있으므로 丙이 기소되어 재판이 확정될 때까지의 기간 동안 甲의 뇌물공여에 관한 공소시효의 진행은 정지된다.",X,"형사소송법 제248조 제1항, 제253조 제1항, 제2항에서 규정하는 바와 같이, 형사소송법은 공범 사이의 처벌에 형평을 기하기 위하여 공범 중 1인에 대한 공소의 제기로 다른 공범자에 대하여도 공소시효가 정지되도록 규정하고 있는데, 위 공범의 개념이나 유형에 관하여는 아무런 규정을 두고 있지 아니하다. 따라서 형사소송법 제253조 제2항의 공범을 해석할 때에는 공범 사이의 처벌의 형평이라는 위 조항의 입법 취지, 국가형벌권의 적정한 실현이라는 형사소송법의 기본이념, 국가형벌권 행사의 대상을 규정한 형법 등 실체법과의 체계적 조화 등의 관점을 종합적으로 고려하여야 하고, 특히 위 조항이 공소제기 효력의 인적 범위를 확장하는 예외를 마련하여 놓은 것이므로 원칙적으로 엄격하게 해석하여야 하고 피고인에게 불리한 방향으로 확장하여 해석해서는 아니 된다.
 뇌물공여죄와 뇌물수수죄 사이와 같은 이른바 대향범 관계에 있는 자는 강학상으로는 필요적 공범이라고 불리고 있으나, 서로 대향된 행위의 존재를 필요로 할 뿐 각자 자신의 구성요건을 실현하고 별도의 형벌규정에 따라 처벌되는 것이어서, 2인 이상이 가공하여 공동의 구성요건을 실현하는 공범관계에 있는 자와는 본질적으로 다르며, 대향범 관계에 있는 자 사이에서는 각자 상대방의 범행에 대하여 형법 총칙의 공범규정이 적용되지 아니한다.
 이러한 점들에 비추어 보면, 형사소송법 제253조 제2항에서 말하는 ‘공범’에는 뇌물공여죄와 뇌물수수죄 사이와 같은 대향범 관계에 있는 자는 포함되지 않는다(2012도4842)."
"<A 분양대책위원회의 공동대표인 甲이 업무상 임무에 위배하여 주상복합아파트 일부 세대에 관한 분양계약서를 받아 그에 관한 소유권이전등기를 하여 재산상 이익을 취득하려고 하였으나 소유권이전등기를 마치지 못하였다. 이에 대하여 경찰의 내사가 시작되자 甲은 사법경찰관 丙의 동생인 乙에게 1,000만 원을 주면서 이를 丙에게 주고 사건을 미리 잘 무마해 줄 것을 부탁하였고, 乙은 丙에게 같은 취지의 부탁을 하며 1,000만 원을 전달하였다. 그 후, 甲은 영국으로 출국하였다.>
 甲이 영국 체류 중에 현지 물품 구매대행업을 하면서 국내 구매자들로부터 돈을 받고도 구매자들의 사전 동의 없이 임의로 소비하여 횡령하자 구매자들이 甲을 고소하였다. 만약 위 고소와 관련하여 甲이 자신의 누나로부터 한국경찰의 출석통지 소식을 전해 들었음에도 형사처분을 면할 목적으로 귀국하지 않고 영국에 계속 체류하는 경우라 할지라도, 甲이 국외에서 범죄를 저지르고 국외에서 체류를 계속하는 경우이므로 甲의 위 횡령에 대한 공소시효의 진행은 정지되지 않는다.",X,"형사소송법 제253조 제3항은 “범인이 형사처분을 면할 목적으로 국외에 있는 경우 그 기간 동안 공소시효는 정지된다.”라고 규정하고 있다. 위 규정의 입법 취지는 범인이 우리나라의 사법권이 실질적으로 미치지 못하는 국외에 체류한 것이 도피의 수단으로 이용된 경우에 체류기간 동안은 공소시효가 진행되는 것을 저지하여 범인을 처벌할 수 있도록 하여 형벌권을 적정하게 실현하고자 하는 데 있다. 따라서 위 규정이 정한 ‘범인이 형사처분을 면할 목적으로 국외에 있는 경우’는 범인이 국내에서 범죄를 저지르고 형사처분을 면할 목적으로 국외로 도피한 경우에 한정되지 아니하고, 범인이 국외에서 범죄를 저지르고 형사처분을 면할 목적으로 국외에서 체류를 계속하는 경우도 포함된다(2015도5916)."
"<A 분양대책위원회의 공동대표인 甲이 업무상 임무에 위배하여 주상복합아파트 일부 세대에 관한 분양계약서를 받아 그에 관한 소유권이전등기를 하여 재산상 이익을 취득하려고 하였으나 소유권이전등기를 마치지 못하였다. 이에 대하여 경찰의 내사가 시작되자 甲은 사법경찰관 丙의 동생인 乙에게 1,000만 원을 주면서 이를 丙에게 주고 사건을 미리 잘 무마해 줄 것을 부탁하였고, 乙은 丙에게 같은 취지의 부탁을 하며 1,000만 원을 전달하였다. 그 후, 甲은 영국으로 출국하였다.>
 甲의 제3자 뇌물교부죄에 대한 공소시효 기산점은 甲의 범죄행위가 최종적으로 종료한 때인 乙이 丙에게 1,000만 원을 전달한 때이다.",X,"형법 제133조 제2항은 증뢰자가 뇌물에 공할 목적으로 금품을 제3자에게 교부하거나 또는 그 정을 알면서 교부받는 증뢰물전달행위를 독립한 구성요건으로 하여 이를 같은 조 제1항의 뇌물공여죄와 같은 형으로 처벌하는 규정으로서, 제3자의 증뢰물전달죄는 제3자가 증뢰자로부터 교부받은 금품을 수뢰할 사람에게 전달하였는지의 여부에 관계 없이 제3자가 그 정을 알면서 금품을 교부받음으로써 성립하는 것이며(대법원 1985. 1. 22. 선고 84도1033 판결 참조), 나아가 제3자가 그 교부받은 금품을 수뢰할 사람에게 전달하였다고 하여 증뢰물전달죄 외에 별도로 뇌물공여죄가 성립하는 것은 아니라고 보아야 할 것이다(97도1572)."
"압수·수색영장은 처분을 받는 자에게 반드시 제시하여야 하지만, 피처분자가 현장에 없거나 현장에서 그를 발견할 수 없는 경우 등 영장 제시가 현실적으로 불가능한 경우에는 영장을 제시하지 아니한 채 압수·수색을 하더라도 위법하지 아니하다.",O,"형사소송법 제118조(영장의 제시와 사본교부) 압수ㆍ수색영장은 처분을 받는 자에게 반드시 제시하여야 하고, 처분을 받는 자가 피고인인 경우에는 그 사본을 교부하여야 한다. 다만, 처분을 받는 자가 현장에 없는 등 영장의 제시나 그 사본의 교부가 현실적으로 불가능한 경우 또는 처분을 받는 자가 영장의 제시나 사본의 교부를 거부한 때에는 예외로 한다."
"수사기관이 휴대전화 등을 압수할 당시 압수당한 피의자가 수사관에게 압수·수색영장의 내용을 보여 달라고 요구하였으나 수사관이 영장의 겉표지만 보여 주고 내용은 확인시켜 주지 않았더라도, 그 후 변호인이 피의자조사에 참여하면서 영장을 확인하였다면 압수처분은 위법하지 아니하다.",X,"수사기관이 재항고인의 휴대전화 등을 압수(이하 ‘압수처분’이라 한다)할 당시 재항고인에게 압수·수색영장을 제시하였는데 재항고인이 영장의 구체적인 확인을 요구하였으나 수사기관이 영장의 범죄사실 기재 부분을 보여주지 않았고, 그 후 재항고인의 변호인이 재항고인에 대한 조사에 참여하면서 영장을 확인한 사안에서, 수사기관이 압수처분 당시 재항고인으로부터 영장 내용의 구체적인 확인을 요구받았음에도 압수·수색영장의 내용을 보여주지 않았던 것으로 보이므로 형사소송법 제219조, 제118조에 따른 적법한 압수·수색영장의 제시라고 인정하기 어렵다는 이유로, 압수처분 당시 수사기관이 법령에서 정한 취지에 따라 재항고인에게 압수·수색영장을 제시하였는지 여부를 판단하지 아니한 채 변호인이 조사에 참여할 당시 영장을 확인하였다는 사정을 들어 압수처분이 위법하지 않다고 본 원심결정에 헌법과 형사소송법의 관련 규정을 위반한 잘못이 있다고 한 사례(2019모3526)."
수사기관이 압수·수색에 착수하면서 그 장소의 관리책임자에게 영장을 제시하였더라도 물건을 소지하고 있는 다른 사람으로부터 이를 압수하고자 하는 때에는 그 사람에게 따로 영장을 제시하여야 한다.,O,"압수·수색영장은 처분을 받는 자에게 반드시 제시하여야 하는바(형사소송법 제219조, 제118조), 현장에서 압수·수색을 당하는 사람이 여러 명일 경우에는 그 사람들 모두에게 개별적으로 영장을 제시해야 하는 것이 원칙이고, 수사기관이 압수·수색에 착수하면서 그 장소의 관리책임자에게 영장을 제시하였다고 하더라도, 물건을 소지하고 있는 다른 사람으로부터 이를 압수하고자 하는 때에는 그 사람에게 따로 영장을 제시하여야 한다(2008도763)."
"수사기관이 피의자 참여하에 정보저장매체에 기억된 정보 중에서 키워드 또는 확장자 검색 등을 통해 범죄 혐의 사실과 관련 있는 정보를 선별한 다음 정보저장매체와 동일하게 비트열 방식으로 복제하여 생성한 파일을 제출받아 압수한 경우, 수사기관에서 위와 같이 압수된 파일을 탐색·복제·출력하는 과정에서도 피의자 등에게 참여의 기회를 보장하여야 한다.",X,"형사소송법 제219조, 제121조에 의하면, 수사기관이 압수·수색영장을 집행할 때 피의자 또는 변호인은 그 집행에 참여할 수 있다. 압수의 목적물이 컴퓨터용디스크 그 밖에 이와 비슷한 정보저장매체인 경우에는 영장 발부의 사유로 된 범죄 혐의사실과 관련 있는 정보의 범위를 정하여 출력하거나 복제하여 이를 제출받아야 하고, 피의자나 변호인에게 참여의 기회를 보장하여야 한다. 만약 그러한 조치를 취하지 않았다면 이는 형사소송법에 정한 영장주의 원칙과 적법절차를 준수하지 않은 것이다. 수사기관이 정보저장매체에 기억된 정보 중에서 키워드 또는 확장자 검색 등을 통해 범죄 혐의사실과 관련 있는 정보를 선별한 다음 정보저장매체와 동일하게 비트열 방식으로 복제하여 생성한 파일(이하 ‘이미지 파일’이라 한다)을 제출받아 압수하였다면 이로써 압수의 목적물에 대한 압수‧수색 절차는 종료된 것이므로, 수사기관이 수사기관 사무실에서 위와 같이 압수된 이미지 파일을 탐색‧복제‧출력하는 과정에서도 피의자 등에게 참여의 기회를 보장하여야 하는 것은 아니다(2017도13263)."
환부를 받을 피압수자가 수사기관에 압수물의 환부청구권을 포기한다는 의사표시를 한 경우에도 수사기관의 필요적 환부의무는 면제되지 않는다.,O,"피압수자 등 환부를 받을 자가 압수 후 그 소유권을 포기하는 등에 의하여 실체법상의 권리를 상실하더라도 그 때문에 압수물을 환부하여야 하는 수사기관의 의무에 어떠한 영향을 미칠 수 없고, 또한 수사기관에 대하여 형사소송법상의 환부청구권을 포기한다는 의사표시를 하더라도 그 효력이 없어 그에 의하여 수사기관의 필요적 환부의무가 면제된다고 볼 수는 없으므로, 압수물의 소유권이나 그 환부청구권을 포기하는 의사표시로 인하여 위 환부의무에 대응하는 압수물에 대한 환부청구권이 소멸하는 것은 아니라고 할 것이다(94모51)."
"<甲은 2020. 5. 6. A를 폭행하여 A의 현금카드를 강취한 후 현금자동지급기에서 500만 원을 인출하였다. 그 다음 날, 甲은 고스톱을 치는 등 도박을 하다가 500만 원을 잃게 되었다. 甲은 잃은 돈을 만회하고자 乙과 합동하여 2020. 5. 8. B의 집에서 책상서랍에 있던 B의 현금 200만 원을 훔쳤다. 한편 甲은 2019. 3. 7. 서울중앙지방법원에서 사기죄로 징역 1년 6월을 선고받아 교도소에서 복역하던 중 2020. 3. 5. 가석방되었다가 2020. 6. 5. 가석방기간이 경과하였다. 검사는 2020. 7. 3. 甲을 강도(｢형법｣ 제333조), 특수절도(｢형법｣ 제331조 제2항), 절도(｢형법｣ 제329조), 도박(｢형법｣ 제246조 제1항)으로, 乙을 특수절도(｢형법｣ 제331조 제2항)로 각 기소하였다.
 
 【참고】
 ｢형법｣ 
 제246조 ① 도박을 한 사람은 1천만원 이하의 벌금에 처한다.
 제333조 폭행 또는 협박으로 타인의 재물을 강취하거나 기타 재산상의 이익을 취득하거나 제삼자로 하여금 이를 취득하게 한 자는 3년 이상의 유기징역에 처한다.>
 강취한 현금카드를 사용하여 현금자동지급기에서 예금을 인출한 행위는 강도죄와는 별도로 절도죄를 구성한다.",O,"예금주인 현금카드 소유자를 협박하여 그 카드를 갈취한 다음 피해자의 승낙에 의하여 현금카드를 사용할 권한을 부여받아 이를 이용하여 현금자동지급기에서 현금을 인출한 행위는 모두 피해자의 예금을 갈취하고자 하는 피고인의 단일하고 계속된 범의 아래에서 이루어진 일련의 행위로서 포괄하여 하나의 공갈죄를 구성한다고 볼 것이므로, 현금자동지급기에서 피해자의 예금을 인출한 행위를 현금카드 갈취행위와 분리하여 따로 절도죄로 처단할 수는 없는 것이다(대법원 1996. 9. 20. 선고 95도1728 판결 등 참조). 왜냐하면 위 예금 인출 행위는 하자 있는 의사표시이기는 하지만 피해자의 승낙에 기한 것이고, 피해자가 그 승낙의 의사표시를 취소하기까지는 현금카드를 적법, 유효하게 사용할 수 있으므로, 은행으로서도 피해자의 지급정지 신청이 없는 한 그의 의사에 따라 그의 계산으로 적법하게 예금을 지급할 수밖에 없는 것이기 때문이다.
 그러나 강도죄는 공갈죄와는 달리 피해자의 반항을 억압할 정도로 강력한 정도의 폭행·협박을 수단으로 재물을 탈취하여야 성립하는 것이므로, 피해자로부터 현금카드를 강취하였다고 인정되는 경우에는 피해자로부터 현금카드의 사용에 관한 승낙의 의사표시가 있었다고 볼 여지가 없다. 따라서 강취한 현금카드를 사용하여 현금자동지급기에서 예금을 인출한 행위는 피해자의 승낙에 기한 것이라고 할 수 없으므로, 현금자동지급기 관리자의 의사에 반하여 그의 지배를 배제하고 그 현금을 자기의 지배하에 옮겨 놓는 것이 되어서 강도죄와는 별도로 절도죄를 구성한다고 할 것이다(대법원 2007. 4. 13. 선고 2007도1377 판결 참조)(2007도1375)."
"<甲은 2020. 5. 6. A를 폭행하여 A의 현금카드를 강취한 후 현금자동지급기에서 500만 원을 인출하였다. 그 다음 날, 甲은 고스톱을 치는 등 도박을 하다가 500만 원을 잃게 되었다. 甲은 잃은 돈을 만회하고자 乙과 합동하여 2020. 5. 8. B의 집에서 책상서랍에 있던 B의 현금 200만 원을 훔쳤다. 한편 甲은 2019. 3. 7. 서울중앙지방법원에서 사기죄로 징역 1년 6월을 선고받아 교도소에서 복역하던 중 2020. 3. 5. 가석방되었다가 2020. 6. 5. 가석방기간이 경과하였다. 검사는 2020. 7. 3. 甲을 강도(｢형법｣ 제333조), 특수절도(｢형법｣ 제331조 제2항), 절도(｢형법｣ 제329조), 도박(｢형법｣ 제246조 제1항)으로, 乙을 특수절도(｢형법｣ 제331조 제2항)로 각 기소하였다.
 
 【참고】
 ｢형법｣ 
 제246조 ① 도박을 한 사람은 1천만원 이하의 벌금에 처한다.
 제333조 폭행 또는 협박으로 타인의 재물을 강취하거나 기타 재산상의 이익을 취득하거나 제삼자로 하여금 이를 취득하게 한 자는 3년 이상의 유기징역에 처한다.>
 만약 검사가 기소한 甲의 범행이 모두 유죄로 인정되어 판결을 선고하는 경우, 도박죄에서 정한 벌금형은 강도죄의 3년 이상의 유기징역형에 흡수되므로, 벌금형이 병과되어 선고될 여지는 없다.",X,"형사소송법 제38조(경합범과 처벌례) ① 경합범을 동시에 판결할 때에는 다음 각 호의 구분에 따라 처벌한다.
 3. 각 죄에 대하여 정한 형이 무기징역, 무기금고 외의 다른 종류의 형인 경우에는 병과한다."
"<甲은 2020. 5. 6. A를 폭행하여 A의 현금카드를 강취한 후 현금자동지급기에서 500만 원을 인출하였다. 그 다음 날, 甲은 고스톱을 치는 등 도박을 하다가 500만 원을 잃게 되었다. 甲은 잃은 돈을 만회하고자 乙과 합동하여 2020. 5. 8. B의 집에서 책상서랍에 있던 B의 현금 200만 원을 훔쳤다. 한편 甲은 2019. 3. 7. 서울중앙지방법원에서 사기죄로 징역 1년 6월을 선고받아 교도소에서 복역하던 중 2020. 3. 5. 가석방되었다가 2020. 6. 5. 가석방기간이 경과하였다. 검사는 2020. 7. 3. 甲을 강도(｢형법｣ 제333조), 특수절도(｢형법｣ 제331조 제2항), 절도(｢형법｣ 제329조), 도박(｢형법｣ 제246조 제1항)으로, 乙을 특수절도(｢형법｣ 제331조 제2항)로 각 기소하였다.
 
 【참고】
 ｢형법｣ 
 제246조 ① 도박을 한 사람은 1천만원 이하의 벌금에 처한다.
 제333조 폭행 또는 협박으로 타인의 재물을 강취하거나 기타 재산상의 이익을 취득하거나 제삼자로 하여금 이를 취득하게 한 자는 3년 이상의 유기징역에 처한다.>
 만약 검사가 기소한 甲의 범행이 모두 유죄로 인정되는 경우, 사기죄의 전과가 있으므로 위 죄 모두에 대하여 ｢형법｣ 제35조 누범가중을 하여야 한다.",X,잔형기간경과전인 가석방기간중에 본건 범행을 저질렀다면 이를 형법 35조에서 말하는 형집행종료후에 죄를 범한 경우에 해당한다고 볼 수 없으므로 여기에 누범가중을 할 수 없는 이치라 할 것이다(76도2071).
"<甲은 2020. 5. 6. A를 폭행하여 A의 현금카드를 강취한 후 현금자동지급기에서 500만 원을 인출하였다. 그 다음 날, 甲은 고스톱을 치는 등 도박을 하다가 500만 원을 잃게 되었다. 甲은 잃은 돈을 만회하고자 乙과 합동하여 2020. 5. 8. B의 집에서 책상서랍에 있던 B의 현금 200만 원을 훔쳤다. 한편 甲은 2019. 3. 7. 서울중앙지방법원에서 사기죄로 징역 1년 6월을 선고받아 교도소에서 복역하던 중 2020. 3. 5. 가석방되었다가 2020. 6. 5. 가석방기간이 경과하였다. 검사는 2020. 7. 3. 甲을 강도(｢형법｣ 제333조), 특수절도(｢형법｣ 제331조 제2항), 절도(｢형법｣ 제329조), 도박(｢형법｣ 제246조 제1항)으로, 乙을 특수절도(｢형법｣ 제331조 제2항)로 각 기소하였다.
 
 【참고】
 ｢형법｣ 
 제246조 ① 도박을 한 사람은 1천만원 이하의 벌금에 처한다.
 제333조 폭행 또는 협박으로 타인의 재물을 강취하거나 기타 재산상의 이익을 취득하거나 제삼자로 하여금 이를 취득하게 한 자는 3년 이상의 유기징역에 처한다.>
 2020. 5. 8. 특수절도 범행과 관련하여, 甲이 B로부터 훔친 200만 원으로 150만 원 상당의 휴대전화를 구매하였고 위 휴대전화가 수사기관에 의해 압수되었는데, 제1심 법원이 위 특수절도에 대해 유죄판결을 선고하는 경우, 위 휴대전화를 B에게 교부하는 선고를 할 수 없고, 甲에 대해 150만 원의 추징을 명할 수 있을 뿐이다.",X,"형사소송법 제333조(압수장물의 환부) ①압수한 장물로서 피해자에게 환부할 이유가 명백한 것은 판결로써 피해자에게 환부하는 선고를 하여야 한다.
 ②전항의 경우에 장물을 처분하였을 때에는 판결로써 그 대가로 취득한 것을 피해자에게 교부하는 선고를 하여야 한다."
"<甲은 2020. 5. 6. A를 폭행하여 A의 현금카드를 강취한 후 현금자동지급기에서 500만 원을 인출하였다. 그 다음 날, 甲은 고스톱을 치는 등 도박을 하다가 500만 원을 잃게 되었다. 甲은 잃은 돈을 만회하고자 乙과 합동하여 2020. 5. 8. B의 집에서 책상서랍에 있던 B의 현금 200만 원을 훔쳤다. 한편 甲은 2019. 3. 7. 서울중앙지방법원에서 사기죄로 징역 1년 6월을 선고받아 교도소에서 복역하던 중 2020. 3. 5. 가석방되었다가 2020. 6. 5. 가석방기간이 경과하였다. 검사는 2020. 7. 3. 甲을 강도(｢형법｣ 제333조), 특수절도(｢형법｣ 제331조 제2항), 절도(｢형법｣ 제329조), 도박(｢형법｣ 제246조 제1항)으로, 乙을 특수절도(｢형법｣ 제331조 제2항)로 각 기소하였다.
 
 【참고】
 ｢형법｣ 
 제246조 ① 도박을 한 사람은 1천만원 이하의 벌금에 처한다.
 제333조 폭행 또는 협박으로 타인의 재물을 강취하거나 기타 재산상의 이익을 취득하거나 제삼자로 하여금 이를 취득하게 한 자는 3년 이상의 유기징역에 처한다.>
 2020. 5. 8. 특수절도 범행과 관련하여, 만약 제1심 법원의 심리결과, 乙과 동거하지 않지만 이종사촌 사이인 B가 2020. 6. 5. 甲과 乙을 고소하였다가 2020. 7. 1. 乙에 대한 고소를 취소한 사실이 밝혀졌다면, 제1심 법원은 고소불가분 원칙상 甲과 乙 모두에 대하여 ｢형사소송법｣ 제327조 제2호에 따라 공소기각 판결을 선고하여야 한다.",X,
민사사건에서 ‘이 사건과 관련하여 서로 상대방에 대해 제기한 형사사건의 고소를 모두 취하한다’는 내용이 포함된 조정이 성립된 것만으로도 위 형사사건의 고소가 취소된 것으로 볼 수 있다.,X,"원심은, 피고인과 고소인 사이의 대전지방법원 2001가단36532 채무부존재확인 청구사건에서 제1심판결 선고 전인 2002. 3. 5. '이 사건과 관련하여 서로 상대방에 대하여 제기한 형사 고소 사건 일체를 모두 취하한다.'는 내용이 포함된 조정이 성립된 사실을 인정하면서, 고소인이 위 조정이 성립된 이후에도 수사기관 및 제1심 법정에서 여전히 피고인의 처벌을 원한다는 취지로 진술하고 있으며 달리 고소인이 고소취소 또는 처벌불원의 의사를 표시하기 위하여 위 조정조서 사본 등을 수사기관이나 제1심 법정에 제출하지 아니하였다는 이유로, 위와 같은 조정이 성립된 것만으로는 고소인이 수사기관이나 제1심 법정에 피고인에 대한 고소를 취소하였다거나 처벌을 원하지 아니한다는 의사를 표시한 것으로 보기 어렵다고 판단하였다.
 관련 법령과 기록에 비추어 살펴보면 위와 같은 원심 판단은 옳고, 거기에 고소취소 또는 처벌불원 의사표시의 효력에 관한 법리를 오해한 위법이 없다(2003도8136)."
"법정대리인의 고소권은 무능력자의 보호를 위하여 법정대리인에게 주어진 독립대리권이므로, 피해자의 명시한 의사에 반하여 행사할 수 없다.",X,"형사소송법 제225조 제1항이 규정한 법정대리인의 고소권은 무능력자의 보호를 위하여 법정대리인에게 주어진 고유권이므로, 법정대리인은 피해자의 고소권 소멸 여부에 관계없이 고소할 수 있고, 이러한 고소권은 피해자의 명시한 의사에 반하여도 행사할 수 있다(99도3784)."
"항소심에서 공소장변경 또는 법원의 직권에 의하여 비친고죄를 친고죄로 인정한 경우, 항소심에 이르러 비로소 고소인이 고소를 취소하였다면 이는 친고죄에 대한 고소취소로서 효력이 있다.",X,"형사소송법 제232조 제1항은 ""고소는 제1심판결 선고 전까지 취소할 수 있다.""라고 규정한다.
 원래 고소의 대상이 된 피고소인의 행위가 친고죄에 해당할 경우 소송요건인 그 친고죄의 고소를 취소할 수 있는 시기를 언제까지로 한정하는가는 형사소송절차운영에 관한 입법정책상의 문제이기에 형사소송법의 그 규정은 국가형벌권의 행사가 피해자의 의사에 의하여 좌우되는 현상을 장기간 방치하지 않으려는 목적에서 고소취소의 시한을 획일적으로 제1심판결 선고시까지로 한정한 것이다. 따라서 그 규정을 현실적 심판의 대상이 된 공소사실이 친고죄로 된 당해심급의 판결 선고시까지 고소인이 고소를 취소할 수 있다는 의미로 볼 수는 없다 할 것이어서, 항소심에서 공소장의 변경에 의하여 또는 공소장변경절차를 거치지 아니하고 법원 직권에 의하여 친고죄가 아닌 범죄를 친고죄로 인정하였더라도 항소심을 제1심이라 할 수는 없는 것이므로(대법원 1988. 3. 8. 선고 85도2518 판결 참조), 항소심에 이르러 비로소 고소인이 고소를 취소하였다면 이는 친고죄에 대한 고소취소로서의 효력은 없다고 할 것이다(대법원 1985. 2. 8. 선고 84도2682 판결 참조)(96도1922)."
영업범 등 포괄일죄의 경우 고소권자가 범죄행위가 계속되는 도중에 범인을 알았다 하더라도 최후의 범죄행위가 종료한 때에 고소기간이 진행된다.,O,"형사소송법 제230조 제1항에서 말하는 '범인을 알게 된 날'이란 범죄행위가 종료된 후에 범인을 알게 된 날을 가리키는 것으로서, 고소권자가 범죄행위가 계속되는 도중에 범인을 알았다 하여도, 그 날부터 곧바로 위 조항에서 정한 친고죄의 고소기간이 진행된다고는 볼 수 없고, 이러한 경우 고소기간은 범죄행위가 종료된 때부터 계산하여야 하며, 동종행위의 반복이 당연히 예상되는 영업범 등 포괄일죄의 경우에는 최후의 범죄행위가 종료한 때에 전체 범죄행위가 종료된 것으로 보아야 한다(2004도5014)."
"변호사 甲이 친고죄의 피해자인 의뢰인 乙로부터 가해자인 A에 대한 고소대리권을 수여받아 고소를 제기한 경우, 고소기간은 고소대리인인 甲이 범죄사실을 알게 된 날부터 기산한다.",X,"형사소송법 제236조의 대리인에 의한 고소의 경우, 대리권이 정당한 고소권자에 의하여 수여되었음이 실질적으로 증명되면 충분하고, 그 방식에 특별한 제한은 없으므로, 고소를 할 때 반드시 위임장을 제출한다거나 '대리'라는 표시를 하여야 하는 것은 아니고, 또 고소기간은 대리고소인이 아니라 정당한 고소권자를 기준으로 고소권자가 범인을 알게 된 날부터 기산한다(2001도3081)."
