문제,정답,해설
"형벌에 관한 법령이 헌법재판소의 위헌결정으로 소급하여 그 효력을 상실하였거나 법원에서 위헌․무효로 선언된 경우, 당해 법령을 적용하여 공소가 제기된 피고사건에 대하여 무죄를 선고하여야 하고, 나아가 형벌에 관한 법령이 폐지되었더라도 당초부터 위헌·무효인 경우라면 ‘범죄로 되지 아니한 때’의 무죄사유에 해당하므로 이 경우 면소판결을 선고하였다면 이에 대하여 무죄를 주장하여 상소가 가능하다.",O,"재심이 개시된 사건에서 범죄사실에 대하여 적용하여야 할 법령은 재심판결 당시의 법령이므로, 법원은 재심대상판결 당시의 법령이 변경된 경우에는 그 범죄사실에 대하여 재심판결 당시의 법령을 적용하여야 하고, 폐지된 경우에는 형사소송법 제326조 제4호를 적용하여 그 범죄사실에 대하여 면소를 선고하는 것이 원칙이다. 그러나 법원은, 형벌에 관한 법령이 헌법재판소의 위헌결정으로 인하여 소급하여 그 효력을 상실하였거나 법원에서 위헌·무효로 선언된 경우, 당해 법령을 적용하여 공소가 제기된 피고사건에 대하여 같은 법 제325조에 따라 무죄를 선고하여야 한다. 나아가 형벌에 관한 법령이 재심판결 당시 폐지되었다 하더라도 그 ‘폐지’가 당초부터 헌법에 위배되어 효력이 없는 법령에 대한 것이었다면 같은 법 제325조 전단이 규정하는 ‘범죄로 되지 아니한 때’의 무죄사유에 해당하는 것이지, 같은 법 제326조 제4호의 면소사유에 해당한다고 할 수 없다. 따라서 면소판결에 대하여 무죄판결인 실체판결이 선고되어야 한다고 주장하면서 상고할 수 없는 것이 원칙이지만, 위와 같은 경우에는 이와 달리 면소를 할 수 없고 피고인에게 무죄의 선고를 하여야 하므로 면소를 선고한 판결에 대하여 상고가 가능하다(2010도5986)."
"경찰서장이 범칙행위에 대하여 통고처분을 하였다면, 원칙적으로 통고처분에서 정한 범칙금 납부기간까지는 경찰서장은 범칙행위 사건에 대하여 즉결심판을 청구할 수 없고, 검사도 동일한 범칙행위에 대하여 공소를 제기할 수 없다.",O,"「경범죄 처벌법」상 범칙금제도는 범칙행위에 대하여 형사절차에 앞서 경찰서장의 통고처분에 따라 범칙금을 납부할 경우 이를 납부하는 사람에 대하여는 기소를 하지 않는 처벌의 특례를 마련해 둔 것으로 법원의 재판절차와는 제도적 취지와 법적 성질에서 차이가 있다. 또한 범칙자가 통고처분을 불이행하였더라도 기소독점주의의 예외를 인정하여 경찰서장의 즉결심판청구를 통하여 공판절차를 거치지 않고 사건을 간이하고 신속 · 적정하게 처리함으로써 소송경제를 도모하되, 즉결심판 선고 전까지 범칙금을 납부하면 형사처벌을 면할 수 있도록 함으로써 범칙자에 대하여 형사소추와 형사처벌을 면제받을 기회를 부여하고 있다. 따라서 경찰서장이 범칙행위에 대하여 통고처분을 한 이상, 범칙자의 위와 같은 절차적 지위를 보장하기 위하여 통고처분에서 정한 범칙금 납부기간까지는 원칙적으로 경찰서장은 즉결심판을 청구할 수 없고, 범칙행위에 대한 형사소추를 위하여 이미 한 통고처분을 임의로 취소할 수 없으며, 검사도 동일한 범칙행위에 대하여 공소를 제기할 수 없다고 보아야 한다(2023도751)."
공소기각의 재판이 있으면 피고인은 유죄판결의 위험으로부터 벗어나지만 그 재판은 행정처분 등에서 피고인에게 불이익한 재판이라고 할 수 있어 이에 대하여 피고인에게 상소의 이익이 인정된다.,X,"피고인을 위한 상소는 피고인에게 불이익한 재판을 시정하여 이익된 재판을 청구함을 그 본질로 하는 것이므로 피고인은 재판이 자기에게 불이익하지 아니하면 이에 대한 상소권을 가질 수 없다할 것인바, 공소기각의 판결이 있으면 피고인은 공소의 제기가 없었던 상태로 복귀되어 유죄판결의 위험으로부터 벗어나는 것이므로 그 판결은 피고인에게 불이익한 재판이라고 할 수 없다(87도941)."
"법률조항에 대하여 헌법재판소가 종전의 합헌결정 이후 위헌결정을 내려 이 법률조항이 종전 합헌결정일의 다음 날로 소급하여 효력을 상실하였다면, 종전의 합헌결정일 이전에 이 법률조항에 해당하는 범죄행위에 대한 유죄의 확정판결을 받은 경우, 위 확정판결을 대상으로 하는 재심심판절차에서는 재심 대상 범죄행위 당시 유효한 위 법률조항이 그 이후 폐지된 경우와 마찬가지이므로 법원은 면소판결을 선고하여야 한다.",O,2019도15167
"｢통신비밀보호법｣상의 전기통신의 ‘감청’에는 이미 수신이 완료된 전기통신에 관하여 남아 있는 기록이나 내용을 열어보는 등의 행위는 포함되지 않으므로, 수신이 완료된 전기통신의 내용을 지득하려면 ｢형사소송법｣상의 압수·수색·검증의 방법에 의하여야 한다.",O,"통신비밀보호법에 규정된 ‘통신제한조치’는 ‘우편물의 검열 또는 전기통신의 감청’을 말하는 것으로(제3조 제2항), 여기서 ‘전기통신’은 전화·전자우편·모사전송 등과 같이 유선·무선·광선 및 기타의 전자적 방식에 의하여 모든 종류의 음향·문언·부호 또는 영상을 송신하거나 수신하는 것을 말하고(제2조 제3호), ‘감청’은 전기통신에 대하여 당사자의 동의 없이 전자장치·기계장치 등을 사용하여 통신의 음향·문언·부호·영상을 청취·공독하여 그 내용을 지득 또는 채록하거나 전기통신의 송·수신을 방해하는 것을 말한다고 규정되어 있다(제2조 제7호). 따라서 ‘전기통신의 감청’은 ‘감청’의 개념 규정에 비추어 전기통신이 이루어지고 있는 상황에서 실시간으로 전기통신의 내용을 지득·채록하는 경우와 통신의 송·수신을 직접적으로 방해하는 경우를 의미하는 것이지, 이미 수신이 완료된 전기통신에 관하여 남아 있는 기록이나 내용을 열어보는 등의 행위는 포함하지 않는다(2016도8137)."
"통신제한조치허가서에 의하여 허가된 통신제한조치는 ‘전기통신 감청 및 우편물 검열’이었으나, 그 후 기간연장결정서에는 ‘대화녹음’이 추가로 기재되어 있다면 대화를 녹음하더라도 위법하다고 볼 수 없다.",X,통신제한조치에 대한 기간연장결정은 원 허가의 내용에 대하여 단지 기간을 연장하는 것일 뿐 원 허가의 대상과 범위를 초과할 수 없다 할 것이므로 통신제한조치허가서에 의하여 허가된 통신제한조치가 '전기통신 감청 및 우편물 검열'뿐인 경우 그 후 연장결정서에 당초 허가 내용에 없던 '대화녹음'이 기재되어 있다 하더라도 이는 대화녹음의 적법한 근거가 되지 못한다(99도2317).
통신제한조치기간 연장과 관련된 법률조항에 대하여 잠정적용 헌법불합치결정이 선고되었으나 위헌성이 제거된 개선입법이 이루어지지 않은 채 개정시한이 지남으로써 법률조항의 효력이 상실되었다고 하더라도 그 효과는 장래에 향하여만 미칠 뿐이며 그 이전에 그 법률조항에 따라 이루어진 통신제한조치기간 연장의 적법성이나 효력에는 영향을 미치지 아니한다.,O,"헌법재판소는 2010. 12. 28. 통신비밀보호법 제6조 제7항 단서 중 전기통신에 관한 ‘통신제한조치기간의 연장’에 관한 부분(이하 ‘이 사건 법률조항’이라고 한다)이 통신제한조치의 총연장기간이나 총연장횟수를 제한하지 아니하고 계속해서 통신제한조치가 연장될 수 있도록 한 것은 과잉금지원칙에 위배하여 통신의 비밀을 침해한다는 이유로 헌법에 합치하지 아니한다고 선언하면서, 이 사건 법률조항은 입법자가 2011. 12. 31.을 시한으로 개정할 때까지 계속 적용한다고 결정하였다(이하 ‘이 사건 헌법불합치결정’이라고 한다). 이 사건 헌법불합치결정의 내용 및 그 주된 이유 등에 비추어 보면, 헌법재판소가 이 사건 법률조항이 위헌임에도 불구하고 굳이 그 잠정 적용을 명하는 내용의 헌법불합치결정을 한 것은 다음과 같은 취지임이 분명하다. 즉, 단순위헌결정을 하는 경우 그 결정의 효력이 당해 사건 등에 광범위하게 미치는 결과 이미 이 사건 법률조항에 근거하여 받은 통신제한조치의 연장허가나 그에 따른 증거취득의 효력이 전면적으로 재검토되어야 함은 물론 수사목적상 필요한 정당한 통신제한조치의 연장허가도 가능하지 아니하게 되는 등 법적 공백이나 혼란을 초래할 우려가 있으므로 이를 피하기 위하여 이 사건 법률조항의 위헌성이 제거된 개선입법이 이루어지기까지는 이 사건 법률조항을 그대로 잠정 적용한다는 것이다. 그렇다면 이 사건 법률조항의 위헌성이 제거된 개선입법이 이루어지지 아니한 채 위 개정시한이 도과함으로써 이 사건 법률조항의 효력이 상실되었다고 하더라도 그 효과는 장래에 향하여만 미칠 뿐이며 그 이전에 이 사건 법률조항에 따라 이루어진 통신제한조치기간 연장의 적법성이나 효력에는 영향을 미치지 아니한다고 볼 것이고, 이른바 당해 사건이라고 하여 달리 취급하여야 할 이유는 없다(2012도7455)."
"수사기관이 전기통신사업자에게 전기통신가입자의 성명, 주민등록번호, 전화번호, 아이디, 가입일 등과 같은 통신이용자정보(통신자료)의 제공을 요청하는 것은 통신제한조치와 마찬가지로 강제처분으로서 영장주의가 적용된다.",X,"살피건대, 이 사건 법률조항에 의하여 이루어지는 수사기관 등의 통신자료 제공요청은 임의수사에 해당하는 것으로, 이 사건 통신자료 취득행위는 피청구인들의 [별지 3] [별지 4] 기재 청구인들에 대한 통신자료 제공요청에 대하여 공권력주체가 아닌 사인인 전기통신사업자가 임의로 이를 제공함으로써 이루어진 것이다. 전기통신사업법은 전기통신사업자가 수사기관 등의 통신자료 제공요청에 따를 수 있다고 규정함으로써 전기통신사업자에게 이용자의 통신자료를 수사기관 등의 요청에 응하여 합법적으로 제공할 수 있는 권한을 부여하면서 통신자료의 제공 여부를 전기통신사업자의 재량에 맡겨 두고 있을 뿐, 전기통신사업자의 협조의무 등에 대해 명시하고 있는 바가 없으며 전기통신사업자가 통신자료 제공요청에 응하지 아니한 경우의 강제수단에 대하여도 전혀 정하고 있지 아니하다. 또한 피청구인들과 전기통신사업자 사이에는 어떠한 상하관계도 없고, 피청구인들의 통신자료 제공요청에 응하지 아니하였다고 하여 전기통신사업자가 어떠한 법적 불이익을 입게 되는 것도 아니다. 설령 수사기관 등의 요청 등으로 인해 전기통신사업자가 심리적 압박감을 느낀다고 할지라도 이는 간접적·사실적인 불이익에 불과하고, 수사기관 등의 요청에 응하지 아니하여 피청구인들이 압수·수색영장을 발부받아 통신자료를 취득한다고 하여도 전기통신사업자의 사업수행에 어떠한 불이익이 초래될 것으로 보이지도 아니한다(2016헌마388)."
"통신사실확인자료를 범죄의 수사를 위하여 사용하는 경우 대상 범죄는 통신사실확인자료 제공 요청의 목적이 된 범죄 및 이와 관련된 범죄에 한정되어야 하고, 혐의사실과의 객관적 관련성은 ｢통신비밀보호법｣의 입법취지에 비추어 통신사실 확인자료제공요청 허가서에 기재된 혐의사실의 내용과 수사의 대상 및 수사 경위 등을 종합하여 구체적·개별적 연관관계가 있는 경우에만 인정된다.",O,"통신비밀보호법은 통신제한조치의 집행으로 인하여 취득된 전기통신의 내용은 통신제한조치의 목적이 된 범죄나 이와 관련되는 범죄를 수사·소추하거나 그 범죄를 예방하기 위한 경우 등에 한정하여 사용할 수 있도록 규정하고(제12조 제1호), 통신사실확인자료의 사용제한에 관하여 이 규정을 준용하도록 하고 있다(제13조의5). 따라서 통신사실확인자료 제공요청에 의하여 취득한 통화내역 등 통신사실확인자료를 범죄의 수사·소추를 위하여 사용하는 경우 대상 범죄는 통신사실확인자료 제공요청의 목적이 된 범죄 및 이와 관련된 범죄에 한정되어야 한다. 여기서 통신사실확인자료 제공요청의 목적이 된 범죄와 관련된 범죄란 통신사실 확인자료제공요청 허가서에 기재한 혐의사실과 객관적 관련성이 있고 자료제공 요청대상자와 피의자 사이에 인적 관련성이 있는 범죄를 의미한다.
 그중 혐의사실과의 객관적 관련성은, 통신사실 확인자료제공요청 허가서에 기재된 혐의사실 자체 또는 그와 기본적 사실관계가 동일한 범행과 직접 관련되어 있는 경우는 물론 범행 동기와 경위, 범행 수단 및 방법, 범행 시간과 장소 등을 증명하기 위한 간접증거나 정황증거 등으로 사용될 수 있는 경우에도 인정될 수 있다. 다만 통신비밀보호법이 통신사실확인자료의 사용 범위를 제한하고 있는 것은 특정한 혐의사실을 전제로 제공된 통신사실확인자료가 별건의 범죄사실을 수사하거나 소추하는 데 이용되는 것을 방지함으로써 통신의 비밀과 자유에 대한 제한을 최소화하는 데 입법 취지가 있다. 따라서 그 관련성은 통신사실 확인자료제공요청 허가서에 기재된 혐의사실의 내용과 수사의 대상 및 수사 경위 등을 종합하여 구체적·개별적 연관관계가 있는 경우에만 인정되고, 혐의사실과 단순히 동종 또는 유사 범행이라는 사유만으로 관련성이 있는 것은 아니다(2016도13489)."
"<사기의 습벽이 있는 甲은 A에게 돈을 빌리더라도 변제할 의사나 능력이 없었고, 이를 사업자금이 아닌 불법도박 등 다른 용도로 사용할 생각이었음에도 불구하고, 2021년 8월부터 2022년 1월까지 10회에 걸쳐 ‘사업자금으로 돈이 필요한데, 돈을 빌려주면 이자를 은행이자보다 많이 지급하고 6개월 뒤에 반드시 변제하겠다’고 A를 기망하여 A로부터 합계 3억 원을 편취하였다는 상습사기의 공소사실로 기소되었다(ⓐ범죄사실). 또한 甲은 기소된 위 공소사실과 동일한 방법으로 2022년 2월부터 2022년 4월까지 3회에 걸쳐 B를 기망하여 B로부터 합계 2,000만 원을 편취하였다(ⓑ범죄사실).>
 검사가 甲의 ⓐ범죄사실에 대한 사건의 공판계속 중에 ⓑ범죄사실을 추가하는 내용의 공소장변경 허가신청을 한 경우, 당초 기소된 공소사실과 ⓑ범죄사실이 포괄일죄에 해당하므로 법원은 공소장변경을 허가하여야 한다.",O,"형사소송법 제298조(공소장의 변경) ①검사는 법원의 허가를 얻어 공소장에 기재한 공소사실 또는 적용법조의 추가, 철회 또는 변경을 할 수 있다. 이 경우에 법원은 공소사실의 동일성을 해하지 아니하는 한도에서 허가하여야 한다.
 
 [1] 상습사기죄에 있어서의 상습성이라 함은 반복하여 사기행위를 하는 습벽으로서 행위자의 속성을 말하고, 여기서 말하는 사기행위의 습벽은 행위자의 사기습벽의 발현으로 인정되는 한 동종의 수법에 의한 사기범행의 습벽만을 의미하는 것이 아니라 이종의 수법에 의한 사기범행을 포괄하는 사기의 습벽도 포함하는 것이다.
 [2] 상습범에 있어서 공소제기의 효력은 공소가 제기된 범죄사실과 동일성이 인정되는 범죄사실 전체에 미치는 것이며, 또한 공소제기의 효력이 미치는 시적 범위는 사실심리의 가능성이 있는 최후의 시점인 판결선고시를 기준으로 삼아야 할 것이므로, 검사가 일단 상습사기죄로 공소제기한 후 그 공소의 효력이 미치는 위 기준시까지의 사기행위 일부를 별개의 독립된 상습사기죄로 공소제기를 함은 비록 그 공소사실이 먼저 공소제기를 한 상습사기의 범행 이후에 이루어진 사기 범행을 내용으로 한 것일지라도 공소가 제기된 동일사건에 대한 이중기소에 해당되어 허용될 수 없다(99도3929,99감도97)."
"<사기의 습벽이 있는 甲은 A에게 돈을 빌리더라도 변제할 의사나 능력이 없었고, 이를 사업자금이 아닌 불법도박 등 다른 용도로 사용할 생각이었음에도 불구하고, 2021년 8월부터 2022년 1월까지 10회에 걸쳐 ‘사업자금으로 돈이 필요한데, 돈을 빌려주면 이자를 은행이자보다 많이 지급하고 6개월 뒤에 반드시 변제하겠다’고 A를 기망하여 A로부터 합계 3억 원을 편취하였다는 상습사기의 공소사실로 기소되었다(ⓐ범죄사실). 또한 甲은 기소된 위 공소사실과 동일한 방법으로 2022년 2월부터 2022년 4월까지 3회에 걸쳐 B를 기망하여 B로부터 합계 2,000만 원을 편취하였다(ⓑ범죄사실).>
 만약 검사가 甲의 ⓐ범죄사실과 ⓑ범죄사실을 포괄일죄로 함께 기소하였는데 제1심법원은 ⓑ범죄사실 부분은 무죄라 판단하여 ⓐ범죄사실에 대하여만 유죄판결을 선고하였고 이에 甲만 항소한 경우, ⓐ범죄사실과 ⓑ범죄사실은 모두 항소심법원으로 이심되지만 ⓑ범죄사실은 항소심의 심판대상이 되지 않는다.",O,"형사소송법 제342조(일부상소) ①상소는 재판의 일부에 대하여 할 수 있다.
 ②일부에 대한 상소는 그 일부와 불가분의 관계에 있는 부분에 대하여도 효력이 미친다.
 제368조(불이익변경의 금지) 피고인이 항소한 사건과 피고인을 위하여 항소한 사건에 대해서는 원심판결의 형보다 무거운 형을 선고할 수 없다.
 
 환송전 원심에서 포괄일죄의 일부만이 유죄로 인정된 경우 그 유죄부분에 대하여 피고인만이 상고하였을 뿐 무죄부분에 대하여 검사가 상고를 하지 않았다면 상소불가분의 원칙에 의하여 무죄부분도 상고심에 이심되기는 하나 그 부분은 이미 당사자 간의 공격방어의 대상으로부터 벗어나 사실상 심판대상에서부터도 벗어나게 되어 상고심으로서도 그 무죄부분에까지 나아가 판단할 수 없는 것이고(90도2820)..."
"<사기의 습벽이 있는 甲은 A에게 돈을 빌리더라도 변제할 의사나 능력이 없었고, 이를 사업자금이 아닌 불법도박 등 다른 용도로 사용할 생각이었음에도 불구하고, 2021년 8월부터 2022년 1월까지 10회에 걸쳐 ‘사업자금으로 돈이 필요한데, 돈을 빌려주면 이자를 은행이자보다 많이 지급하고 6개월 뒤에 반드시 변제하겠다’고 A를 기망하여 A로부터 합계 3억 원을 편취하였다는 상습사기의 공소사실로 기소되었다(ⓐ범죄사실). 또한 甲은 기소된 위 공소사실과 동일한 방법으로 2022년 2월부터 2022년 4월까지 3회에 걸쳐 B를 기망하여 B로부터 합계 2,000만 원을 편취하였다(ⓑ범죄사실).>
 甲의 ⓐ범죄사실에 대한 사건을 심리하던 재판부에 뒤에 추가기소된 ⓑ범죄사실에 대한 사건이 병합된 경우라면, ⓐ범죄사실에 대한 공소제기의 효력이 ⓑ범죄사실에도 미치므로, 재판부는 이중기소를 이유로 하여 ⓑ범죄사실에 대한 기소에 대하여 판결로써 공소를 기각하여야 한다.",X,"검사가 단순일죄라고 하여 사기 범행을 먼저 기소하고 포괄일죄인 상습사기 범행을 추가로 기소하였으나 그 심리과정에서 전후에 기소된 범죄사실이 모두 포괄하여 상습사기의 일죄를 구성하는 것으로 밝혀진 경우에는, 검사로서는 원칙적으로 먼저 기소한 사건의 범죄사실에 추가기소의 공소장에 기재한 범죄사실을 추가하여 전체를 상습범행으로 변경하고 그 죄명과 적용법조도 이에 맞추어 변경하는 공소장변경 신청을 하고 추가기소한 사건에 대하여는 공소취소를 하는 것이 형사소송법의 규정에 충실한 온당한 처리라고 할 것이나, 이와 같은 처리에 의하지 않더라도 검사의 추가기소에는 전후에 기소된 각 범죄사실 전부를 포괄일죄로 처벌할 것을 신청하는 취지가 포함되었다고 볼 수 있어 공소사실을 추가하는 등의 공소장변경과는 절차상 차이가 있을 뿐 그 실질에 있어서 별 차이가 없으므로, 석명에 의하여 추가기소의 공소장의 제출은 포괄일죄를 구성하는 행위로서 먼저 기소된 공소장에 누락된 것을 추가 보충하고 죄명과 적용법조를 포괄일죄의 죄명과 적용법조로 변경하는 취지의 것으로서 1개의 죄에 대하여 중복하여 공소를 제기한 것이 아님이 분명하여진 경우에는 위의 추가기소에 의하여 공소장변경이 이루어진 것으로 보아 전후에 기소된 범죄사실 전부에 대하여 실체판단을 하여야 하고 추가기소에 대하여 공소기각판결을 할 필요는 없다(99도3929,99감도97)."
"<사기의 습벽이 있는 甲은 A에게 돈을 빌리더라도 변제할 의사나 능력이 없었고, 이를 사업자금이 아닌 불법도박 등 다른 용도로 사용할 생각이었음에도 불구하고, 2021년 8월부터 2022년 1월까지 10회에 걸쳐 ‘사업자금으로 돈이 필요한데, 돈을 빌려주면 이자를 은행이자보다 많이 지급하고 6개월 뒤에 반드시 변제하겠다’고 A를 기망하여 A로부터 합계 3억 원을 편취하였다는 상습사기의 공소사실로 기소되었다(ⓐ범죄사실). 또한 甲은 기소된 위 공소사실과 동일한 방법으로 2022년 2월부터 2022년 4월까지 3회에 걸쳐 B를 기망하여 B로부터 합계 2,000만 원을 편취하였다(ⓑ범죄사실).>
 甲의 ⓐ범죄사실 전부에 대하여 2024. 3. 14. 유죄판결이 선고되어 2024. 3. 22. 그 판결이 확정되었고, 그 이후에 ⓑ범죄사실이 기소되었다면, 법원으로서는 ⓑ범죄사실에 대하여 면소판결을 선고하여야 한다.",O,"상습범으로서 포괄적 일죄의 관계에 있는 여러 개의 범죄사실 중 일부에 대하여 유죄판결이 확정된 경우에, 그 확정판결의 사실심판결 선고 전에 저질러진 나머지 범죄에 대하여 새로이 공소가 제기되었다면 그 새로운 공소는 확정판결이 있었던 사건과 동일한 사건에 대하여 다시 제기된 데 해당하므로 이에 대하여는 판결로써 면소의 선고를 하여야 하는 것인바( 형사소송법 제326조 제1호), 다만 이러한 법리가 적용되기 위해서는 전의 확정판결에서 당해 피고인이 상습범으로 기소되어 처단되었을 것을 필요로 하는 것이고, 상습범 아닌 기본 구성요건의 범죄로 처단되는 데 그친 경우에는, 가사 뒤에 기소된 사건에서 비로소 드러났거나 새로 저질러진 범죄사실과 전의 판결에서 이미 유죄로 확정된 범죄사실 등을 종합하여 비로소 그 모두가 상습범으로서의 포괄적 일죄에 해당하는 것으로 판단된다 하더라도 뒤늦게 앞서의 확정판결을 상습범의 일부에 대한 확정판결이라고 보아 그 기판력이 그 사실심판결 선고 전의 나머지 범죄에 미친다고 보아서는 아니 된다(2001도3206)."
"<甲은 환각물질인 본드를 흡입할 목적으로 본드 2개를 호주머니에 소지한 채 길을 배회하며 적당한 장소를 찾다가 2025. 7. 24. 11:30 상업시설이 없는 다세대 주택의 5층 공용계단까지 들어가서 약 4시간 동안 본드를 흡입하거나 흡입한 상태로 있으면서 혼자서 욕설을 하거나 웃고 중얼거리는 소리를 냈다. 이를 발견한 거주자 A가 같은 날 15:30 도망가려고 하는 甲을 체포하여 16:00 인근 경찰서의 사법경찰관에게 지체 없이 인도하였다.>
 다세대 주택 1층의 공동현관문에는 별도의 잠금장치도 없고, CCTV도 없는 등 거주자가 외부인의 무단출입을 통제·관리하고 있지 않았다고 하더라도, 甲이 들어간 5층 공용계단은 주거침입죄의 객체인 ‘사람의 주거’에 해당한다.",O,2023도16019
"<甲은 환각물질인 본드를 흡입할 목적으로 본드 2개를 호주머니에 소지한 채 길을 배회하며 적당한 장소를 찾다가 2025. 7. 24. 11:30 상업시설이 없는 다세대 주택의 5층 공용계단까지 들어가서 약 4시간 동안 본드를 흡입하거나 흡입한 상태로 있으면서 혼자서 욕설을 하거나 웃고 중얼거리는 소리를 냈다. 이를 발견한 거주자 A가 같은 날 15:30 도망가려고 하는 甲을 체포하여 16:00 인근 경찰서의 사법경찰관에게 지체 없이 인도하였다.>
 甲의 행위가 주거의 침입에 해당하는지는 ‘주거의 사실상 평온상태가 침해되었는지’의 관점에서 객관적·외형적으로 판단하여야 한다.",O,"거주자가 아닌 외부인이 공동주택의 공용 부분에 출입한 것이 공동주택 거주자들에 대한 주거침입에 해당하는지 여부를 판단할 때에는 공용 부분이 일반 공중의 출입이 허용된 공간이 아니고 주거로 사용되는 각 가구 또는 세대의 전용 부분에 필수적으로 부속하는 부분으로서 거주자들 또는 관리자에 의하여 외부인의 출입에 대한 통제·관리가 예정되어 있어 거주자들의 사실상 주거의 평온을 보호할 필요성이 있는 부분인지, 공동주택의 거주자들이나 관리자가 평소 외부인이 그곳에 출입하는 것을 통제·관리하였는지 등의 사정과 외부인의 출입 목적 및 경위, 출입의 태양과 출입한 시간 등을 종합적으로 고려하여 ‘주거의 사실상 평온상태가 침해되었는지’의 관점에서 객관적·외형적으로 판단하여야 한다(2023도15164)."
"<甲은 환각물질인 본드를 흡입할 목적으로 본드 2개를 호주머니에 소지한 채 길을 배회하며 적당한 장소를 찾다가 2025. 7. 24. 11:30 상업시설이 없는 다세대 주택의 5층 공용계단까지 들어가서 약 4시간 동안 본드를 흡입하거나 흡입한 상태로 있으면서 혼자서 욕설을 하거나 웃고 중얼거리는 소리를 냈다. 이를 발견한 거주자 A가 같은 날 15:30 도망가려고 하는 甲을 체포하여 16:00 인근 경찰서의 사법경찰관에게 지체 없이 인도하였다.>
 A가 甲을 현행범인으로 체포하기 위한 요건으로 체포의 필요성, 즉 도망 또는 증거인멸의 염려가 있어야 하는 것은 아니다.",X,"현행범인은 누구든지 영장 없이 체포할 수 있는데(형사소송법 제212조), 현행범인으로 체포하기 위하여는 행위의 가벌성, 범죄의 현행성·시간적 접착성, 범인·범죄의 명백성 이외에 체포의 필요성 즉, 도망 또는 증거인멸의 염려가 있어야 하고, 이러한 요건을 갖추지 못한 현행범인 체포는 법적 근거에 의하지 아니한 영장 없는 체포로서 위법한 체포에 해당한다(2011도3682)."
"<甲은 환각물질인 본드를 흡입할 목적으로 본드 2개를 호주머니에 소지한 채 길을 배회하며 적당한 장소를 찾다가 2025. 7. 24. 11:30 상업시설이 없는 다세대 주택의 5층 공용계단까지 들어가서 약 4시간 동안 본드를 흡입하거나 흡입한 상태로 있으면서 혼자서 욕설을 하거나 웃고 중얼거리는 소리를 냈다. 이를 발견한 거주자 A가 같은 날 15:30 도망가려고 하는 甲을 체포하여 16:00 인근 경찰서의 사법경찰관에게 지체 없이 인도하였다.>
 검사가 甲에 대하여 구속영장을 청구하고자 할 경우 2025. 7. 24. 15:30부터 48시간 내에 구속영장을 청구하여야 한다.",X,"""2025. 7. 24. 16:00부터 48시간 내""이다.
 
 현행범인은 누구든지 영장 없이 체포할 수 있고(형사소송법 제212조), 검사 또는 사법경찰관리(이하 ‘검사 등’이라고 한다) 아닌 이가 현행범인을 체포한 때에는 즉시 검사 등에게 인도하여야 한다(형사소송법 제213조 제1항). 여기서 ‘즉시’라고 함은 반드시 체포시점과 시간적으로 밀착된 시점이어야 하는 것은 아니고, ‘정당한 이유 없이 인도를 지연하거나 체포를 계속하는 등으로 불필요한 지체를 함이 없이’라는 뜻으로 볼 것이다. 또한 검사 등이 현행범인을 체포하거나 현행범인을 인도받은 후 현행범인을 구속하고자 하는 경우 48시간 이내에 구속영장을 청구하여야 하고 그 기간 내에 구속영장을 청구하지 아니하는 때에는 즉시 석방하여야 한다(형사소송법 제213조의2, 제200조의2 제5항). 위와 같이 체포된 현행범인에 대하여 일정 시간 내에 구속영장 청구 여부를 결정하도록 하고 그 기간 내에 구속영장을 청구하지 아니하는 때에는 즉시 석방하도록 한 것은 영장에 의하지 아니한 체포 상태가 부당하게 장기화되어서는 안 된다는 인권보호의 요청과 함께 수사기관에서 구속영장 청구 여부를 결정하기 위한 합리적이고 충분한 시간을 보장해 주려는 데에도 그 입법취지가 있다고 할 것이다. 따라서 검사 등이 아닌 이에 의하여 현행범인이 체포된 후 불필요한 지체 없이 검사 등에게 인도된 경우 위 48시간의 기산점은 체포시가 아니라 검사 등이 현행범인을 인도받은 때라고 할 것이다(2011도12927)."
