문제,정답,해설
"피해자가 피의자의 소유·관리에 속하는 정보저장매체를 임의제출한 경우, 제출한 피해자가 전자정보에 대한 압수·수색 절차에 참여하고 상세목록을 교부받았다면 절차적 권리에 관한 실질적 내용이 보장된 것이므로 그 압수·수색 절차는 적법하고, 이를 통해 취득한 전자정보는 증거능력이 인정된다.",X,"피해자 등 제3자가 피의자의 소유·관리에 속하는 정보저장매체를 영장에 의하지 않고 임의제출한 경우에는 실질적 피압수·수색 당사자(이하 ‘피압수자’라 한다)인 피의자가 수사기관으로 하여금 그 전자정보 전부를 무제한 탐색하는 데 동의한 것으로 보기 어려울 뿐만 아니라 피의자 스스로 임의제출한 경우 피의자의 참여권 등이 보장되어야 하는 것과 견주어 보더라도 특별한 사정이 없는 한 형사소송법 제219조, 제121조, 제129조에 따라 피의자에게 참여권을 보장하고 압수한 전자정보 목록을 교부하는 등 피의자의 절차적 권리를 보장하기 위한 적절한 조치가 이루어져야 한다(2021도11170)."
"피의자가 유치장에 입감되어 있는 상태에서 사법경찰관이 사무실에서 사전 영장에 따라 적법하게 압수한 휴대전화를 탐색하다가 영장에 기재된 혐의사실과 관련된 전자정보를 발견하고 이를 복제하여 출력한 다음 수사기록에 편철한 경우, 영장에 의하여 전자정보를 취득하였다고 하더라도 피의자에게 참여권이 보장되지 아니하여 위법한 압수·수색에 해당한다.",O,
"검사가 아동인 피해자의 진술내용에 대하여 대검찰청 과학수사부 소속 진술분석관에게 분석을 의뢰하여 진술분석관이 피해자를 면담하고 그 내용을 녹화한 영상녹화물은, 수사과정 외에서 작성된 것이라고 볼 수 없으므로 ｢형사소송법｣ 제313조 제1항에 따라 증거능력을 인정할 수 없으나, 수사기관이 작성한 피고인이 아닌 자의 진술을 기재한 조서로 볼 수 있으므로 ｢형사소송법｣ 제312조에 의하여 증거능력을 인정할 수 있다.",X,"검사가 피고인들의 성폭력범죄의 처벌 등에 관한 특례법 위반(친족관계에의한강간) 등 혐의를 수사하면서 아동인 피해자의 진술 내용에 대하여 대검찰청 과학수사부 소속 진술분석관에게 분석을 의뢰하였고, 이에 따라 진술분석관이 피해자를 면담하고 그 내용을 녹화한 ‘피해자 진술분석 과정 영상녹화 CD’(이하 ‘영상녹화물’이라 한다)가 제작되어 증거로 제출됨으로써 그 증거능력이 문제 된 사안에서, 검사는 성폭력범죄의 처벌 등에 관한 특례법 제33조 제4항, 제1항에 의하여 진술분석관에게 피해자 진술의 신빙성 여부에 대한 분석을 의뢰한 점, 진술분석관은 사건 기록을 받아 검찰청 여성·아동조사실에서 피해자를 면담하였는데, 면담은 당시까지 수사기관이 사건에 대하여 조사한 내용에 관해 피해자에게 문답을 하는 방식으로 진행되었고, 면담 과정은 녹화되어 영상녹화물로 제작된 점 등 진술분석관의 소속 및 지위, 진술분석관이 피해자와 면담을 하고 영상녹화물을 제작한 경위와 목적, 진술분석관이 면담과 관련하여 수사기관으로부터 확보한 자료의 내용과 성격, 면담 방식과 내용, 면담 장소 등에 비추어 영상녹화물은 수사과정 외에서 작성된 것이라고 볼 수 없으므로 형사소송법 제313조 제1항에 따라 증거능력을 인정할 수 없고, 나아가 수사기관이 작성한 피의자신문조서나 피고인이 아닌 자의 진술을 기재한 조서가 아니고, 피고인 또는 피고인이 아닌 자가 작성한 진술서도 아니므로 형사소송법 제312조에 의하여 증거능력을 인정할 수도 없다는 이유로, 같은 취지에서 영상녹화물의 증거능력이 없다고 본 원심판단은 정당하다고 한 사례(2023도15133)."
"압수·수색영장의 ‘압수할 물건’에 클라우드에 저장된 전자정보가 기재되어 있지 않더라도, 적법하게 압수한 휴대전화에 클라우드계정이 로그인되어 있었다면 클라우드에 저장된 전자정보를 내려받아 압수하는 것은 적법하다.",X,"헌법과 형사소송법이 구현하고자 하는 적법절차와 영장주의의 정신에 비추어 볼 때, 법관이 압수·수색영장을 발부하면서 ‘압수할 물건’을 특정하기 위하여 기재한 문언은 엄격하게 해석해야 하고, 함부로 피압수자 등에게 불리한 내용으로 확장해석 또는 유추해석을 하는 것은 허용될 수 없다(대법원 2009. 3. 12. 선고 2008도763 판결 참조).
 압수할 전자정보가 저장된 저장매체로서 압수·수색영장에 기재된 수색장소에 있는 컴퓨터, 하드디스크, 휴대전화와 같은 컴퓨터 등 정보처리장치와 수색장소에 있지는 않으나 컴퓨터 등 정보처리장치와 정보통신망으로 연결된 원격지의 서버 등 저장매체(이하 ‘원격지 서버’라 한다)는 소재지, 관리자, 저장 공간의 용량 측면에서 서로 구별된다. 원격지 서버에 저장된 전자정보를 압수·수색하기 위해서는 컴퓨터 등 정보처리장치를 이용하여 정보통신망을 통해 원격지 서버에 접속하고 그곳에 저장되어 있는 전자정보를 컴퓨터 등 정보처리장치로 내려 받거나 화면에 현출시키는 절차가 필요하므로, 컴퓨터 등 정보처리장치 자체에 저장된 전자정보와 비교하여 압수·수색의 방식에 차이가 있다. 원격지 서버에 저장되어 있는 전자정보와 컴퓨터 등 정보처리장치에 저장되어 있는 전자정보는 그 내용이나 질이 다르므로 압수·수색으로 얻을 수 있는 전자정보의 범위와 그로 인한 기본권 침해 정도도 다르다.
 따라서 수사기관이 압수·수색영장에 적힌 ‘수색할 장소’에 있는 컴퓨터 등 정보처리장치에 저장된 전자정보 외에 원격지 서버에 저장된 전자정보를 압수·수색하기 위해서는 압수·수색영장에 적힌 ‘압수할 물건’에 별도로 원격지 서버 저장 전자정보가 특정되어 있어야 한다. 압수·수색영장에 적힌 ‘압수할 물건’에 컴퓨터 등 정보처리장치 저장 전자정보만 기재되어 있다면 컴퓨터 등 정보처리장치를 이용하여 원격지 서버 저장 전자정보를 압수할 수는 없다(2020모735).
 (1) 이 사건 압수 · 수색영장에 적힌 '압수할 물건'에는 '여성의 신체를 몰래 촬영한 것으로 판단되는 사진, 동영상 파일이 저장된 컴퓨터 하드디스크 및 외부저장매체'가, '수색할 장소'에는 피고인의 주거지가 기재되어 있다. 이 사건 압수 · 수색영장에 적힌 '압수할 물건'에 원격지 서버 저장 전자정보가 기재되어 있지 않은 이상 이 사건 압수 · 수색영장에 적힌 '압수할 물건'은 피고인의 주거지에 있는 컴퓨터 하드디스크 및 외부저장매체에 저장된 전자정보에 한정된다.
 (2) 그럼에도 경찰은 이 사건 휴대전화가 구글계정에 로그인되어 있는 상태를 이용하여 원격지 서버에 해당하는 구글클라우드에 접속하여 구글클라우드에서 발견한 불법촬영물을 압수하였다. 결국 경찰의 압수는 이 사건 압수 · 수색영장에서 허용한 압수의 범위를 넘어선 것으로 적법절차 및 영장주의의 원칙에 반하여 위법하다(2022도1452)."
"정보저장매체에 대한 압수·수색 과정에서 범위를 정하여 출력·복제하는 방법이 불가능한 예외적인 사정이 인정되어 전자정보가 담긴 저장매체를 수사기관 사무실 등으로 옮겨 복제·탐색·출력하는 경우, 피압수자나 변호인에게 참여 기회를 보장하여야 하는데, 다만 당사자가 아닌 변호인의 참여권은 독립된 권리는 아니므로 피압수자가 집행에 참여하지 않는다는 의사를 명시한 경우 변호인에게 그 집행의 일시와 장소를 따로 통지할 필요는 없다.",X,
공범 중 1인에 대해 약식명령이 확정된 후 그에 대한 정식재판청구권회복결정이 있었다고 하더라도 그 사이의 기간 동안에는 특별한 사정이 없는 한 다른 공범자에 대한 공소시효는 정지함이 없이 계속 진행한다.,O,
"｢형사소송법｣ 제253조 제3항의 ‘범인이 형사처분을 면할 목적으로 국외에 있는 경우’는 범인이 국내에서 범죄를 저지르고 형사처분을 면할 목적으로 국외로 도피한 경우에 한정되고, 범인이 국외에서 범죄를 저지르고 형사처분을 면할 목적으로 국외에서 체류를 계속하는 경우는 포함되지 않는다.",X,"형사소송법 제253조 제3항은 “범인이 형사처분을 면할 목적으로 국외에 있는 경우 그 기간 동안 공소시효는 정지된다.”라고 규정하고 있다. 위 규정의 입법 취지는 범인이 우리나라의 사법권이 실질적으로 미치지 못하는 국외에 체류한 것이 도피의 수단으로 이용된 경우에 체류기간 동안은 공소시효가 진행되는 것을 저지하여 범인을 처벌할 수 있도록 하여 형벌권을 적정하게 실현하고자 하는 데 있다. 따라서 위 규정이 정한 ‘범인이 형사처분을 면할 목적으로 국외에 있는 경우’는 범인이 국내에서 범죄를 저지르고 형사처분을 면할 목적으로 국외로 도피한 경우에 한정되지 아니하고, 범인이 국외에서 범죄를 저지르고 형사처분을 면할 목적으로 국외에서 체류를 계속하는 경우도 포함된다(2015도5916)."
범죄 후 법률의 개정에 의하여 법정형이 가벼워진 경우에는 ｢형법｣ 제1조 제2항에 의하여 당해 범죄사실에 적용될 가벼운 법정형(신법의 법정형)이 공소시효기간의 기준이 된다.,O,
"사기죄와 변호사법위반죄가 상상적 경합의 관계에 있는 경우, 변호사법위반죄의 공소시효가 완성되었다고 하여 사기죄의 공소시효까지 완성되는 것은 아니다.",O,
"미수범의 범죄행위는 행위를 종료하지 못하였거나 결과가 발생하지 아니하여 더 이상 범죄가 진행될 수 없는 때에 종료하고, 그때부터 미수범의 공소시효가 진행한다.",O,"공소시효는 범죄행위가 종료한 때부터 진행한다(형사소송법 제252조 제1항). 미수범은 범죄의 실행에 착수하여 행위를 종료하지 못하였거나 결과가 발생하지 아니한 때에 처벌받게 되므로(형법 제25조 제1항), 미수범의 범죄행위는 행위를 종료하지 못하였거나 결과가 발생하지 아니하여 더 이상 범죄가 진행될 수 없는 때에 종료하고, 그때부터 미수범의 공소시효가 진행한다(2016도14820)."
신체구속을 당하지 아니한 피의자의 변호인도 체포·구속된 피의자의 변호인과 마찬가지로 피의자신문 참여를 신청할 수 있다.,O,
피의자신문에 참여한 변호인은 신문 중에 신문방법의 위법함을 이유로 이의제기를 할 수 있지만 부당함을 이유로는 이의제기를 할 수 없다.,X,
변호인뿐만 아니라 변호인이 되려는 의사를 표시한 자가 객관적으로 변호인이 될 가능성이 있다고 인정된다면 신체구속을 당한 피의자와 접견하지 못하도록 제한하여서는 아니 된다.,O,
피의자가 변호인의 참여를 원한다는 의사를 명백하게 표시하였음에도 수사기관이 정당한 사유 없이 변호인을 참여하게 하지 아니한 채 피의자를 신문하여 작성한 피의자신문조서는 증거로 할 수 없다.,O,
"변호인의 피의자신문 참여에 관한 사법경찰관의 처분에 대하여는 준항고로 불복할 수 있으나, 검사의 처분에 대하여는 즉시항고로 불복하여야 한다.",X,"두 경우 모두 준항고로 불복할 수 있다.
 형사소송법 제417조(준항고) 검사 또는 사법경찰관의 구금, 압수 또는 압수물의 환부에 관한 처분과 제243조의2에 따른 변호인의 참여 등에 관한 처분에 대하여 불복이 있으면 그 직무집행지의 관할법원 또는 검사의 소속검찰청에 대응한 법원에 그 처분의 취소 또는 변경을 청구할 수 있다."
｢형사소송법｣ 제420조 제5호에서 정한 무죄 등을 인정할 ‘증거가 새로 발견된 때’란 재심대상이 되는 확정판결의 소송절차에서 발견되지 못하였거나 또는 발견되었다 하더라도 제출할 수 없었던 증거를 새로 발견하였거나 비로소 제출할 수 있게 된 때를 말한다.,O,
"｢형사소송법｣은 재심청구 제기기간에 제한을 두고 있지 않으므로, 법률상의 방식을 위반한 재심청구라는 이유로 기각결정이 있더라도 청구인이 이를 보정한다면 다시 동일한 이유로 재심청구를 할 수 있다.",O,"민사소송법은 원칙적으로 재심의 소 제기에 시간적 제한을 두고 있으나(제456조), 형사소송법은 재심청구 제기기간에 제한을 두고 있지 않으므로(형사소송법 제427조 참조), 법률상의 방식을 위반한 재심청구라는 이유로 기각결정이 있더라도, 청구인이 이를 보정한다면 다시 동일한 이유로 재심청구를 할 수 있다(2022모509)."
"재심청구를 받은 법원은 필요하다고 인정한 때에는 ｢형사소송법｣ 제431조에 의하여 직권으로 재심청구의 이유에 대한 사실조사를 할 수 있고, 소송당사자는 법원에 대하여 그러한 사실조사를 신청할 권리를 갖는다.",X,"재심의 청구를 받은 법원은 필요하다고 인정한 때에는 형사소송법 제431조에 의하여 직권으로 재심청구의 이유에 대한 사실조사를 할 수 있으나, 소송당사자에게 사실조사신청권이 있는 것이 아니다.
 그러므로 당사자가 재심청구의 이유에 관한 사실조사신청을 한 경우에도 이는 단지 법원의 직권발동을 촉구하는 의미밖에 없는 것이므로, 법원은 이 신청에 대하여는 재판을 할 필요가 없고 설령 법원이 이 신청을 배척하였다고 하여도 당사자에게 이를 고지할 필요가 없다(2019모3554)."
"재심청구인은 ｢형사소송법｣ 제429조 제1항에 따라 재심청구를 취하할 수 있으므로, 재심법원이 재심판결을 선고한 이후에도 재심청구의 취하가 허용된다.",X,"재심청구인은 형사소송법 제429조 제1항에 따라 재심청구를 취하할 수 있으나, 재심법원이 재심판결을 선고한 이후에는 재심청구의 취하가 허용되지 않는다(2023도13707)."
"｢형법｣ 제34조 제1항의 간접정범은 정범과 동일한 형 또는 그보다 감경된 형으로 처벌되는 점 등에 비추어 볼 때, 정범으로 기소된 피고인에게 법원이 공소장변경 없이 직권으로 위 간접정범 규정을 적용하였더라도 피고인의 방어권 행사에 실질적인 불이익을 초래하였다고 할 수 없다.",O,2016도21075
항소심에서 공소장변경에 의하여 단독판사의 관할사건이 합의부 관할사건으로 된 경우에 항소심은 결정으로 사건을 관할권이 있는 고등법원에 이송하여야 한다.,O,
"법원이 검사에게 공소장변경을 요구할 것인지 여부는 재량에 속하는 것이므로, 법원이 검사에게 공소장의 변경을 요구하지 아니하였다고 하여 위법하다고 할 수 없다.",O,90도1229
"친고죄로 기소된 후에 피해자의 고소가 취소되더라도 제1심이나 항소심에서 당초에 기소된 공소사실과 동일성이 인정되는 범위 내에서 비친고죄인 다른 공소사실로 공소장을 변경할 수 있으며 이러한 경우 변경된 공소사실에 대하여 심리·판단하여야 하는데, 이는 반의사불벌죄에서 피해자의 처벌을 희망하지 아니하는 의사표시가 있는 경우에도 마찬가지로 보아야 한다.",O,
"피고인은 준강간죄의 장애미수로 기소되었으나 공판과정에서 ‘준강간의 고의가 없었고, 피해자가 항거불능 상태에 있지도 않았다’는 취지로 다투었고, 이에 따라 피고인이 준강간의 고의로 실행에 착수하였는지 여부, 피해자가 당시 실제 항거불능 상태에 있었는지 여부에 관하여 충분한 심리가 이루어졌더라도 준강간죄의 불능미수로 공소장이 변경되지 않았다면, 법원은 준강간죄의 불능미수 범죄사실을 직권으로 인정할 수 없다.",X,
"<사법경찰관 P는 제보에 따라 甲이 운영하는 성매매업소를 단속하였는데, 영업시간에 손님으로 가장하여 성매매가 가능한지 여부를 문의하였고, 그 과정에서 甲과 나눈 대화를 녹음하였다. P는 甲의 안내에 따라 내실로 들어갔고, 여종업원이 위 내실에 들어와 P의 바지를 벗기고 침대 위로 올라오려고 하자 단속 사실을 밝히고 자신에 대한 성매매알선을 피의사실로 하여 甲을 현행범인으로 체포하였다. P는 甲을 현행범인으로 체포하면서 위 업소 내부를 수색하여 발견한 비닐포장된 콘돔 7개를 업소시설과 함께 사진 촬영하였다. 한편, P는 현행범인 체포 과정에서 甲으로부터 위 업소에서 사용하던 장부를 임의제출받았는데, 이는 업소에 고용된 여성들이 성매매를 업으로 하면서 영업에 참고하기 위하여 성매매 상대방의 아이디와 전화번호 및 성매매방법 등을 그때그때 메모지에 적어두었던 것을 정리한 것이었고, P는 이를 甲에 대한 성매매알선 사건의 증거로 제출하였다.>
 甲이 P가 자신과의 대화를 녹음한다는 사실을 인식하지 못하였다면, 이는 공개되지 아니한 타인 간의 대화를 녹음한 경우에 해당하고 영장 없이 이루어졌기 때문에 위법하다.",X,
"<사법경찰관 P는 제보에 따라 甲이 운영하는 성매매업소를 단속하였는데, 영업시간에 손님으로 가장하여 성매매가 가능한지 여부를 문의하였고, 그 과정에서 甲과 나눈 대화를 녹음하였다. P는 甲의 안내에 따라 내실로 들어갔고, 여종업원이 위 내실에 들어와 P의 바지를 벗기고 침대 위로 올라오려고 하자 단속 사실을 밝히고 자신에 대한 성매매알선을 피의사실로 하여 甲을 현행범인으로 체포하였다. P는 甲을 현행범인으로 체포하면서 위 업소 내부를 수색하여 발견한 비닐포장된 콘돔 7개를 업소시설과 함께 사진 촬영하였다. 한편, P는 현행범인 체포 과정에서 甲으로부터 위 업소에서 사용하던 장부를 임의제출받았는데, 이는 업소에 고용된 여성들이 성매매를 업으로 하면서 영업에 참고하기 위하여 성매매 상대방의 아이디와 전화번호 및 성매매방법 등을 그때그때 메모지에 적어두었던 것을 정리한 것이었고, P는 이를 甲에 대한 성매매알선 사건의 증거로 제출하였다.>
 불특정 다수가 출입할 수 있는 위 업소에 영업시간 중 손님처럼 가장하여 들어간 경우에도 P는 처음부터 범죄수사를 목적으로 위 업소에 들어간 것이므로, 증거보전을 위한 경우라도 사전에 영장을 발부받아 녹음 또는 압수·수색절차를 진행하였거나 사후에 이에 대한 영장을 발부받았어야 한다.",X,
"<사법경찰관 P는 제보에 따라 甲이 운영하는 성매매업소를 단속하였는데, 영업시간에 손님으로 가장하여 성매매가 가능한지 여부를 문의하였고, 그 과정에서 甲과 나눈 대화를 녹음하였다. P는 甲의 안내에 따라 내실로 들어갔고, 여종업원이 위 내실에 들어와 P의 바지를 벗기고 침대 위로 올라오려고 하자 단속 사실을 밝히고 자신에 대한 성매매알선을 피의사실로 하여 甲을 현행범인으로 체포하였다. P는 甲을 현행범인으로 체포하면서 위 업소 내부를 수색하여 발견한 비닐포장된 콘돔 7개를 업소시설과 함께 사진 촬영하였다. 한편, P는 현행범인 체포 과정에서 甲으로부터 위 업소에서 사용하던 장부를 임의제출받았는데, 이는 업소에 고용된 여성들이 성매매를 업으로 하면서 영업에 참고하기 위하여 성매매 상대방의 아이디와 전화번호 및 성매매방법 등을 그때그때 메모지에 적어두었던 것을 정리한 것이었고, P는 이를 甲에 대한 성매매알선 사건의 증거로 제출하였다.>
 콘돔 등의 증거물에 대한 점유를 취득하는 압수 등 강제처분이 있었던 것은 아니지만, 위 업소를 수색하고 발견된 콘돔을 촬영한 것도 영장이 없는 한 위법하기 [때]문에 위 사진은 위법수집증거로서 증거능력이 없다.",X,
"<사법경찰관 P는 제보에 따라 甲이 운영하는 성매매업소를 단속하였는데, 영업시간에 손님으로 가장하여 성매매가 가능한지 여부를 문의하였고, 그 과정에서 甲과 나눈 대화를 녹음하였다. P는 甲의 안내에 따라 내실로 들어갔고, 여종업원이 위 내실에 들어와 P의 바지를 벗기고 침대 위로 올라오려고 하자 단속 사실을 밝히고 자신에 대한 성매매알선을 피의사실로 하여 甲을 현행범인으로 체포하였다. P는 甲을 현행범인으로 체포하면서 위 업소 내부를 수색하여 발견한 비닐포장된 콘돔 7개를 업소시설과 함께 사진 촬영하였다. 한편, P는 현행범인 체포 과정에서 甲으로부터 위 업소에서 사용하던 장부를 임의제출받았는데, 이는 업소에 고용된 여성들이 성매매를 업으로 하면서 영업에 참고하기 위하여 성매매 상대방의 아이디와 전화번호 및 성매매방법 등을 그때그때 메모지에 적어두었던 것을 정리한 것이었고, P는 이를 甲에 대한 성매매알선 사건의 증거로 제출하였다.>
 현행범인 체포현장에서 피의자가 임의로 제출하는 물건은 ｢형사소송법｣ 제218조에 따라 압수할 수는 없고, ｢형사소송법｣ 제217조 제2항에 의하여 사후 영장을 발부받아야 하므로, 현행범인 체포를 당한 甲이 임의제출한 위 장부는 그에 대한 사후 영장을 발부받지 아니하는 한 증거능력이 없다.",X,
"<사법경찰관 P는 제보에 따라 甲이 운영하는 성매매업소를 단속하였는데, 영업시간에 손님으로 가장하여 성매매가 가능한지 여부를 문의하였고, 그 과정에서 甲과 나눈 대화를 녹음하였다. P는 甲의 안내에 따라 내실로 들어갔고, 여종업원이 위 내실에 들어와 P의 바지를 벗기고 침대 위로 올라오려고 하자 단속 사실을 밝히고 자신에 대한 성매매알선을 피의사실로 하여 甲을 현행범인으로 체포하였다. P는 甲을 현행범인으로 체포하면서 위 업소 내부를 수색하여 발견한 비닐포장된 콘돔 7개를 업소시설과 함께 사진 촬영하였다. 한편, P는 현행범인 체포 과정에서 甲으로부터 위 업소에서 사용하던 장부를 임의제출받았는데, 이는 업소에 고용된 여성들이 성매매를 업으로 하면서 영업에 참고하기 위하여 성매매 상대방의 아이디와 전화번호 및 성매매방법 등을 그때그때 메모지에 적어두었던 것을 정리한 것이었고, P는 이를 甲에 대한 성매매알선 사건의 증거로 제출하였다.>
 위 장부는 ｢형사소송법｣ 제315조 제2호의 영업상 필요로 작성한 통상문서로서 당연히 증거능력 있는 문서에 해당한다.",O,
"검사가 신청한 증거들에 관한 변호인의 증거동의에 대하여 피고인이 즉시 이의하지 아니하면 그 증거들의 증거능력이 인정되고, 그 이후 피고인이 증거조사 완료 전에 변호인의 위 동의를 취소하거나 철회한다고 하더라도 일단 부여된 증거능력은 그대로 유지된다.",X,
"제1심에서 무죄판결이 선고되어 검사가 항소한 후, 수사기관이 항소심 공판기일에 증인으로 신청하여 신문할 수 있는 사람을 특별한 사정 없이 미리 수사기관에 소환하여 작성한 진술조서는 증거능력이 없고, 피고인이 증거로 할 수 있음에 동의한 경우에도 마찬가지이다.",X,"제1심에서 피고인에 대하여 무죄판결이 선고되어 검사가 항소한 후, 수사기관이 항소심 공판기일에 증인으로 신청하여 신문할 수 있는 사람을 특별한 사정 없이 미리 수사기관에 소환하여 작성한 진술조서는 ""피고인이 증거로 할 수 있음에 동의하지 않는 한"" 증거능력이 없다고 할 것이다. 검사가 공소를 제기한 후 참고인을 소환하여 피고인에게 불리한 진술을 기재한 진술조서를 작성하여 이를 공판절차에 증거로 제출할 수 있게 한다면, 피고인과 대등한 당사자의 지위에 있는 검사가 수사기관으로서의 권한을 이용하여 일방적으로 법정 밖에서 유리한 증거를 만들 수 있게 하는 것이므로 당사자주의·공판중심주의·직접심리주의에 반하고 피고인의 공정한 재판을 받을 권리를 침해하기 때문이다(2013도6825)."
"검사가 제출한 증거 중 고발장에 대하여 피고인 및 변호인이 부동의 의견을 밝히고, 같은 고발장이 첨부된 검찰주사보 작성의 수사보고에 대하여는 증거동의를 하여 증거조사가 이루어진 경우, 수사보고에 대한 증거동의의 효력은 첨부된 고발장에도 당연히 미치므로 위 고발장을 유죄의 증거로 삼을 수 있다.",X,"위와 같이 수사기관이 수사과정에서 수집한 자료를 기록에 현출시키는 방법으로 위 자료의 의미, 성격, 혐의사실과의 관련성 등을 수사보고의 형태로 요약·설명하고 해당 자료를 수사보고에 첨부하는 경우, 그 수사보고에 기재된 내용은 수사기관이 첨부한 자료를 통하여 얻은 인식·판단·추론이거나 아니면 자료의 단순한 요약에 불과하여 원 자료로부터 독립하여 공소사실에 대한 증명력을 가질 수 없는 성격의 것이고, 이 사건에서 피고인이나 변호인도 이 사건 수사보고의 증명력을 위와 같은 취지로 이해하여 공소사실에 대한 부인에도 불구하고 그 증거능력을 다투지 않은 것으로 보인다.
 따라서 만일 검찰관이 이 사건 수사보고를 증거로 신청하면서 그에 첨부된 공소외 1의 고발장을 단순히 공소외 3이 공소외 1에게 새로운 사실확인서를 요구하게 된 계기를 설명하기 위한 자료로 제시하는 것을 넘어 고발 내용이 공소사실과 부합한다는 점을 통해 공소사실을 증명하고자 하였다면, 위 고발장은 이 사건 수사보고의 일부로 편입되거나 양자가 내용상 결합하여 단일한 문서로서의 증명력이나 증거가치를 갖는 것이 아니라 독립한 별개의 증거로서 독자적인 증명력을 갖는 것이므로 마땅히 증거목록에 별도의 표목을 붙여 독립한 증거로 신청하였어야 한다. 그리고 그러한 경우 군사법원으로서는 검찰관의 위 증거신청이 이미 증거목록 순번 11로 제출된 고발장에 대한 증거신청과 중복되므로 이를 철회하도록 하거나, 변호인이 동일한 고발장에 대하여 이미 증거에 동의하지 않는다는 의사를 표시한 바 있으므로 이 사건 수사보고에 관하여 증거로 동의한다는 의사를 표시하더라도 그에 첨부된 고발장을 따로 피고인과 변호인에게 제시하여 해당 부분 증거동의 여부에 관한 진의를 확인하는 등 적절한 소송지휘권을 행사하였어야 했음에도 불구하고, 이 사건 수사보고에 대한 증거동의가 있다는 이유로 아무런 지적 없이 그에 첨부된 고발장까지 증거로 채택해 두었다가 판결을 선고하는 단계에 이르러 이를 유죄 인정의 증거로 삼은 것은 실질적 적법절차의 원칙에 비추어 수긍할 수 없다(2011도3809)."
"피고인이 출석한 공판기일에서 증거로 함에 부동의한다는 의견이 진술된 경우, 그 후 피고인이 출석하지 아니한 공판기일에 변호인만이 출석하여 종전 의견을 번복하여 증거로 함에 동의하였다 하더라도 변호인의 증거동의는 특별한 사정이 없는 한 효력이 없다.",O,"형사소송법 제318조에 규정된 증거동의의 주체는 소송 주체인 검사와 피고인이고, 변호인은 피고인을 대리하여 증거동의에 관한 의견을 낼 수 있을 뿐이므로 피고인의 명시한 의사에 반하여 증거로 함에 동의할 수는 없다. 따라서 피고인이 출석한 공판기일에서 증거로 함에 부동의한다는 의견이 진술된 경우에는 그 후 피고인이 출석하지 아니한 공판기일에 변호인만이 출석하여 종전 의견을 번복하여 증거로 함에 동의하였다 하더라도 이는 특별한 사정이 없는 한 효력이 없다고 보아야 한다(2013도3)."
"약식명령에 불복하여 정식재판을 청구한 피고인이 정식재판절차의 제1심에서 2회 연속 불출정하여 증거동의가 간주된 후 증거조사를 완료한 경우, 피고인이 항소심에 출석하여 공소사실을 부인하면서 간주된 증거동의를 철회 또는 취소한다는 의사표시를 하면 증거능력이 상실된다.",X,
"유죄판결의 판결이유에는 범죄사실, 증거의 요지와 법령의 적용을 명시하여야 하므로, 유죄판결을 선고하면서 판결이유에 이 중 어느 하나를 전부 누락한 경우에는 ｢형사소송법｣ 제383조 제1호에 정한 판결에 영향을 미친 법률위반으로 파기사유가 된다.",O,
"｢헌법재판소법｣ 제47조 제3항 본문에 따라 형벌에 관한 법률조항에 대하여 위헌결정이 선고된 경우 그 조항은 소급하여 효력을 상실하므로, 법원은 당해 조항이 적용되어 공소가 제기된 피고사건에 대하여 ｢형사소송법｣ 제325조 전단에 따라 무죄를 선고하여야 한다.",O,
｢가정폭력범죄의 처벌 등에 관한 특례법｣에 따른 보호처분의 결정이 확정되고 그 결정을 이행하거나 집행에 따름으로써 그 보호처분이 취소되지 않은 사건과 동일한 사건에 대하여 다시 공소제기가 된 경우 ｢형사소송법｣ 제327조 제2호에 의하여 공소기각판결을 선고하여야 한다.,O,"가정폭력처벌법에 따른 보호처분의 결정이 확정된 경우에는 원칙적으로 가정폭력행위자에 대하여 같은 범죄사실로 다시 공소를 제기할 수 없으나(가정폭력처벌법 제16조), 보호처분은 확정판결이 아니고 따라서 기판력도 없으므로, 보호처분을 받은 사건과 동일한 사건에 대하여 다시 공소제기가 되었다면 이에 대해서는 면소판결을 할 것이 아니라 공소제기의 절차가 법률의 규정에 위배하여 무효인 때에 해당한 경우이므로 형사소송법 제327조 제2호의 규정에 의하여 공소기각의 판결을 하여야 한다(2016도5423)."
"｢소년법｣ 제53조에 의하면 같은 법 제32조의 보호처분의 심리가 결정된 사건은 다시 공소를 제기하거나 소년부에 송치할 수 없다고 하여 확정판결에 준하는 효력을 인정하고 있으므로, 제32조의 보호처분을 받은 사건은 그 보호처분이 취소되는 등 특별한 사정이 없다면, 이와 동일한 사건에 관하여 다시 공소제기가 된 경우 ｢형사소송법｣ 제326조 제1호에 의하여 면소판결을 선고하여야 한다.",X,"소년법 제53조는 제32조의 보호처분을 받은 소년에 대하여는 그 심리 결정된 사건은 다시 공소를 제기하거나 소년부에 송치할 수 없다고 규정하고 있으므로, 제32조의 보호처분을 받은 사건과 동일(상습죄 등 포괄일죄 포함)한 사건에 관하여 다시 공소제기가 되었다면, 이는 공소제기절차가 법률의 규정에 위배하여 무효인 때에 해당한 경우이므로 형사소송법 제327조 제2호의 규정에 의하여 공소기각의 판결을 하여야 한다(96도47)."
